nb_factures,montant_ttc_total,montant_ttc_moyen,montant_ttc_max,montant_ttc_std,nb_avoirs,ratio_avoirs,anciennete_jours,nb_reglements,montant_reg_total,montant_reg_moyen,retard_moyen_jours,retard_max_jours,nb_retards_positifs,nb_retards_graves,taux_retard,nb_modes_distincts,ratio_encaissement,gouvernorat_code,nature_client_code,mode_paiement_code,label_risque
17,76554.21,3144.593,6464.388,5778.283,10,-0.002,762,7,1524.071,2485.313,-30.432,1,0,0,0.308,3,0.436,2,11,5,0
3,14917.079,3277.231,23278.163,2207.988,0,0.006,387,4,5428.651,1326.445,-29.36,-1,0,0,0.0,1,0.561,15,20,4,1
15,10248.327,482.503,647.686,312.274,0,0.142,783,0,-2288.155,368.668,0.349,0,0,0,0.001,3,0.32,17,11,7,0
12,15515.765,2198.059,12109.936,2611.361,2,0.082,774,7,11500.663,5520.43,-25.891,-1,0,0,0.0,1,0.881,12,15,5,0
6,0.0,1629.442,1572.225,566.239,0,0.414,510,2,-4605.891,1258.033,-0.544,0,0,0,0.0,1,1.003,6,20,1,0
3,5385.429,991.33,24632.785,768.549,0,-0.001,142,4,-550.385,630.389,-1.085,0,0,0,0.0,2,1.001,12,11,1,0
17,29666.072,4516.486,7891.52,622.208,0,0.004,761,9,30101.779,8547.207,-5.835,0,0,0,0.0,3,0.97,5,21,4,0
4,20126.936,3478.711,5059.727,2452.836,0,-0.0,754,1,25482.381,1165.028,-44.262,12,0,0,0.001,1,0.945,1,3,2,0
4,15819.43,542.707,2635.325,1045.956,0,-0.0,736,2,-2035.749,706.872,1.851,0,0,0,0.0,1,0.825,9,21,1,0
5,15171.044,2447.632,6781.153,610.864,0,0.001,627,8,3063.565,941.383,0.103,0,0,0,0.0,1,0.983,0,13,5,0
6,36683.759,4336.866,5356.805,7318.995,0,0.001,148,1,-688.784,1032.146,-0.195,0,0,0,0.0,0,0.0,17,1,7,1
4,23802.842,4980.393,10873.041,1036.922,0,0.006,81,1,-1597.192,1027.602,1.125,0,0,0,0.0,0,0.0,23,16,7,1
19,32351.309,5433.896,3165.673,2391.939,0,0.002,202,13,25838.353,2865.167,-47.208,0,0,0,0.0,1,0.999,16,4,4,0
7,34432.569,2782.873,8576.611,702.853,0,-0.003,782,11,12120.62,1069.847,-42.118,-52,0,0,0.0,3,0.683,9,20,4,0
1,4430.251,4703.737,583.662,579.242,0,0.008,43,0,-10930.608,-428.858,-0.435,0,0,0,0.0,0,0.057,20,4,7,1
18,138541.629,2593.809,9913.745,4866.051,5,-0.001,780,9,44826.04,4702.653,-37.664,10,4,0,0.189,3,0.552,11,4,2,0
5,26874.229,1488.049,5292.72,2015.977,0,0.002,401,16,31095.91,1502.108,-50.217,-28,0,0,0.0,2,0.555,15,4,4,0
12,19295.313,3148.86,2153.694,1915.182,0,-0.0,773,9,37473.767,536.291,-47.606,0,0,0,0.0,3,0.551,23,15,4,0
17,1608.47,941.862,2723.246,1702.042,0,-0.004,394,2,978.721,950.197,-1.404,-27,0,0,0.002,2,0.452,1,4,4,0
13,8682.184,2365.584,2488.657,1067.242,1,0.113,768,8,4461.008,513.043,-46.554,0,0,0,0.0,3,0.549,15,18,4,0
21,79228.818,682.04,51444.527,1085.473,1,0.15,743,26,51441.615,4511.967,-38.83,0,1,0,0.132,3,0.675,2,21,5,0
15,14395.638,1800.76,3961.084,2441.315,2,0.169,718,18,482387.585,2279.032,-47.587,0,4,0,0.0,3,0.761,17,19,5,0
674,21566.66,4059.794,32996.749,4099.966,2,0.268,757,13,56495.5,1488.795,-22.412,0,1,0,0.003,5,0.673,23,2,5,0
4,19631.522,1771.77,1903.029,862.828,0,0.397,754,3,280.834,343.037,0.268,0,0,0,0.0,3,0.964,23,16,5,0
14,10961.892,-0.663,705.254,613.435,0,-0.001,407,4,81297.613,303.763,-5.604,-1,0,0,0.0,1,0.989,8,15,1,0
4,23631.831,-185.898,265.59,406.362,1,0.387,782,2,4513.692,105.121,0.772,0,0,0,0.0,1,0.899,17,15,1,0
11,21840.355,1989.35,1666.868,258.189,0,0.101,620,2,-2396.383,66.711,-0.459,0,0,0,0.239,1,0.983,20,4,1,0
1,0.0,38.98,-307.464,1015.976,1,0.614,518,0,-6385.183,417.069,-0.613,0,0,0,0.001,1,0.982,20,20,1,0
10,27571.898,1464.559,5760.812,2316.06,0,0.216,748,20,32004.302,4499.242,-65.136,6,0,0,0.002,3,0.981,15,3,5,0
6,39234.584,3050.364,8327.679,2506.551,0,0.001,772,12,44462.881,5246.191,-51.008,-32,0,0,0.001,2,0.47,16,4,4,0
21,460792.659,6837.72,7140.787,1810.115,1,0.123,764,9,102566.051,3625.995,-20.944,0,1,0,0.0,6,0.722,14,4,6,0
5,19474.209,4502.003,21008.764,952.537,0,0.003,435,3,504.4,1143.099,-0.759,0,0,0,0.001,3,1.102,0,21,7,1
4,0.0,1068.814,1600.329,881.433,0,0.003,312,2,3220.504,695.286,0.812,0,0,0,0.0,1,0.97,17,16,1,0
4,4974.785,3854.669,3326.14,1206.249,0,-0.001,796,2,30399.665,1363.919,-46.062,-14,0,0,0.001,3,0.979,12,16,4,0
1,2288.085,1496.122,2352.251,692.375,0,0.002,1,8,-4489.608,1013.3,-0.338,0,0,0,0.0,1,0.999,15,4,4,0
1,2157.747,4410.632,21360.28,582.057,0,0.0,407,1,-2632.774,180.774,-0.125,0,0,0,0.001,0,0.102,0,7,7,1
2,17388.866,3879.261,2753.771,789.53,0,-0.002,562,12,25086.681,1849.128,-5.817,-14,0,0,0.001,1,0.953,17,4,4,0
2,1310.203,804.708,2155.643,282.236,0,-0.01,392,3,8854.024,-517.091,-0.534,1,0,0,0.001,1,1.0,5,19,1,0
15,12924.917,241.856,888.917,221.031,0,-0.0,288,2,1296.713,230.744,-0.007,-1,0,0,0.0,0,0.0,14,11,7,1
1,21055.81,1883.634,3791.241,1466.658,0,0.005,144,2,-3691.985,621.256,0.394,-1,0,0,0.0,1,0.0,13,21,7,0
18,115035.971,-36.537,1584.205,953.897,1,0.104,764,10,611432.604,-2.062,-35.241,0,1,0,0.002,3,0.399,14,11,5,0
9,139495.015,1189.282,16349.24,3876.883,5,0.133,779,77,10701.771,6374.049,-23.517,0,0,0,0.001,2,0.959,3,11,7,0
9,72109.793,-676.495,2764.765,1295.154,1,0.086,784,71,-2084.217,449.59,-41.247,0,1,0,0.0,1,0.724,8,11,2,0
30,111207.12,3566.602,19143.657,5544.126,14,0.087,772,23,101802.376,10447.527,-56.456,14,1,1,0.003,3,0.434,16,11,5,0
4,32017.456,7449.143,30537.235,1175.109,0,0.004,56,1,-811.201,1913.206,0.328,-1,0,0,0.001,0,0.002,2,7,7,1
18,138503.908,2326.298,9445.577,3202.791,8,0.149,780,8,75245.47,3952.832,-24.059,9,1,0,0.137,4,1.049,16,4,4,0
10,62311.708,4061.256,5042.463,1005.659,0,0.01,761,8,19105.633,1541.916,-37.468,0,5,0,0.0,3,0.407,12,1,4,0
14,137113.51,1113.154,8959.369,3648.482,2,0.117,730,22,75810.96,4814.337,-16.547,18,0,0,0.0,2,0.459,17,11,1,0
9,96046.903,3938.089,15907.896,2063.097,0,0.004,744,15,62295.426,1998.091,-58.913,0,0,0,0.0,3,1.778,16,21,5,0
17,542661.343,2404.415,17050.454,2476.922,4,-0.002,752,7,63048.361,375.771,0.745,0,2,0,0.333,0,0.0,17,3,7,1
1,20332.314,2890.518,7096.754,1061.614,0,0.0,364,16,20841.708,3073.854,-27.116,-28,0,0,0.0,2,0.946,23,11,4,0
2,0.0,3122.005,2155.83,1054.018,0,0.003,103,0,-3242.362,783.737,-28.091,0,0,0,0.0,1,0.95,1,4,4,0
1,20970.315,946.472,1185.905,892.211,0,0.004,758,2,1179.074,394.719,1.113,0,0,0,0.0,3,0.853,0,5,1,0
41,1571178.198,8285.321,33467.799,4766.669,4,0.005,772,32,86900.853,9022.382,-36.44,26,8,0,0.325,5,1.107,0,11,5,1
735,158769.945,2206.323,3839.142,2758.856,5,0.131,709,4,61325.017,1110.711,-13.108,1,1,0,0.0,5,0.707,17,12,5,0
7,0.0,-346.733,1096.851,647.631,0,0.004,261,6,4046.271,416.976,-0.014,0,0,0,0.0,1,0.936,12,16,4,0
5,10544.557,217.712,903.39,886.645,1,-0.003,231,0,-2235.602,142.519,1.38,0,0,0,0.002,1,0.606,24,11,1,0
9,6488.718,686.626,2812.204,688.405,0,0.093,797,9,11167.659,765.553,-0.869,-1,1,0,0.0,3,0.919,10,1,4,0
9,24493.454,288.183,4857.3,500.49,1,-0.006,706,6,4279.549,402.095,-25.102,0,0,0,0.0,1,0.961,14,1,1,0
2,40112.058,2319.191,7522.44,1109.199,0,-0.0,750,2,-1180.79,1544.526,-0.548,0,0,0,0.002,2,0.989,4,4,2,1
4,7368.134,1235.701,32409.637,1142.221,0,-0.001,519,10,28149.703,1629.598,-52.836,0,0,0,0.0,1,0.56,1,4,0,0
17,107088.14,6775.703,1679.201,1517.511,1,0.004,803,17,47540.952,805.456,-33.308,-1,1,0,0.002,3,0.403,15,11,5,0
3,23347.428,671.36,21720.131,4895.702,0,-0.001,399,2,514.536,-654.871,0.526,0,0,0,0.0,0,0.0,4,4,7,1
14,34999.852,-436.746,1888.554,293.545,2,0.091,765,12,229265.96,748.675,0.986,1,0,0,0.001,3,0.775,23,11,1,0
11,242135.774,1328.577,71228.894,817.651,0,-0.004,761,8,22073.719,878.17,-4.694,0,3,0,0.0,2,0.426,23,4,4,0
1,427.759,873.591,1316.178,963.159,0,0.003,101,0,-13060.081,-584.374,1.06,0,0,0,0.001,0,0.033,17,15,7,1
40,167804.849,3892.516,14885.062,3874.809,13,0.048,767,51,103311.604,11678.882,-40.346,38,7,0,0.442,5,0.314,16,2,5,0
3,14040.267,7745.625,2783.599,492.858,0,-0.002,201,2,-4581.391,553.419,-1.235,0,0,0,0.0,0,0.027,0,15,7,1
11,154269.01,2575.385,9882.593,1671.179,0,0.187,783,15,83754.485,4783.707,-27.065,7,1,0,0.085,3,0.741,5,4,2,0
9,1357.817,2572.732,2978.649,244.876,1,0.162,737,11,5182.111,1176.018,-14.735,0,0,0,0.0,2,0.763,1,18,2,0
1,13005.285,13117.479,21617.003,227.704,0,0.006,10,0,-3827.603,323.097,0.52,0,0,0,0.0,0,0.0,0,7,7,1
3,0.0,-86.434,522.236,762.626,0,0.641,642,0,-6939.201,-89.043,1.562,0,0,0,0.0,1,1.017,8,16,1,0
4,18526.182,820.386,2103.388,-111.273,1,0.161,780,14,-560.301,855.86,0.167,0,0,0,0.0,3,0.943,17,16,1,0
4,16089.13,1951.573,2631.087,1090.575,0,-0.001,300,1,3439.986,1079.756,-0.102,0,0,0,0.0,1,0.947,5,11,1,0
16,24560.721,1811.469,5599.055,1597.502,0,0.001,193,6,10594.255,3167.965,-33.179,-59,0,0,0.001,3,0.98,20,11,4,0
9,19844.827,983.314,2858.128,12987.601,0,0.001,301,7,22528.02,9010.463,-28.206,-1,0,0,0.002,3,0.72,5,4,4,0
4,3983.145,-318.474,1897.494,246.521,0,-0.0,569,2,-4849.228,469.024,0.456,0,0,0,0.0,1,1.006,5,20,3,0
3,0.0,1598.478,3658.602,2126.185,0,0.003,322,4,3423.813,1626.559,0.315,1,0,0,0.0,2,0.988,17,3,1,0
13,98623.526,2266.127,19299.435,2801.908,0,-0.004,745,4,25167.712,825.711,-56.603,4,1,0,0.002,4,1.024,12,11,5,0
24,99709.46,1591.16,16756.89,2524.535,3,0.078,755,57,71136.012,6859.471,-43.441,4,6,0,0.002,5,0.805,12,11,5,0
3,14419.212,1032.378,6086.557,609.103,0,0.005,709,2,6003.802,2846.649,-48.53,0,0,0,0.0,3,1.037,5,21,5,0
2,8589.607,817.504,2627.687,520.613,0,0.567,767,6,-1833.879,1035.139,-50.225,0,0,0,0.0,4,0.703,23,4,4,0
7,12634.462,3064.209,7179.921,2610.55,0,0.109,191,2,12478.704,1251.933,-1.21,0,0,0,0.001,1,0.954,23,11,4,0
16,110782.031,538.568,218.695,769.747,1,-0.001,801,106,10526.747,237.635,1.152,-59,0,0,0.0,3,0.62,20,4,4,0
2,9853.714,1538.787,1574.737,617.539,0,0.0,728,6,-737.672,-36.877,0.858,0,0,0,0.0,1,0.994,17,15,1,0
5,21543.013,3295.332,4870.246,612.265,0,-0.001,731,1,29133.496,3862.505,-39.323,0,0,0,0.0,2,0.994,16,4,5,0
1,1175.159,2044.782,9174.307,1070.619,0,-0.001,752,4,3337.225,689.128,-0.557,0,0,0,0.0,3,0.994,23,11,4,0
19,4892.519,545.535,1694.201,1104.421,1,0.002,782,6,1293.762,436.412,-22.636,0,0,0,0.0,3,0.996,17,16,1,0
2,0.0,436.718,20384.403,210.629,0,0.006,128,0,-3208.21,268.226,1.029,0,0,0,0.0,0,0.032,17,20,7,1
15,1788717.948,5375.659,7637.85,1845.669,0,0.139,754,24,46523.866,1250.461,-52.38,0,2,0,0.0,3,0.817,2,4,5,0
1,6034.192,328.642,1498.388,480.645,0,-0.002,768,2,-1807.767,-227.62,1.269,0,0,0,0.0,0,0.0,8,16,7,0
10,18818.646,917.358,1506.356,786.528,0,0.003,130,9,4716.422,1084.448,-1.141,0,0,0,0.002,1,0.848,23,4,1,0
3,5689.403,2031.302,903.244,470.08,0,0.001,559,1,3482.121,1074.499,-0.002,0,0,0,0.002,1,0.999,20,19,1,0
29,127588.854,1788.188,6378.357,2327.264,15,0.001,751,6,229012.391,12542.382,-3.54,0,0,0,0.0,4,0.867,9,4,4,0
4,19727.069,1566.062,1099.332,877.699,0,0.133,770,8,1105.551,1016.669,0.367,0,0,0,0.0,3,0.0,17,15,2,0
4,5085.921,545.51,2991.522,858.123,1,0.131,759,2,9408.429,673.73,-28.301,0,0,0,0.001,1,0.606,2,3,4,0
6,16437.663,3382.059,10036.225,1718.433,0,-0.005,752,11,6299.07,3953.584,-12.318,0,0,0,0.0,3,0.991,20,1,4,0
17,5827.404,1977.289,14196.075,7679.644,0,-0.0,108,1,-6674.43,1696.143,0.042,0,0,0,0.0,0,0.0,17,11,7,1
13,31224.161,941.414,19894.074,941.176,0,-0.001,663,11,32872.881,2559.608,0.696,1,0,0,0.0,1,0.865,23,4,1,0
3,0.0,395.389,-1228.425,798.062,0,0.005,528,3,8849.473,572.359,0.517,-1,0,0,0.0,1,0.536,15,15,1,0
3,0.0,1334.892,1641.1,554.261,0,-0.001,415,0,-3548.269,-41.115,-0.219,0,0,0,0.0,1,1.013,12,4,2,0
4,24928.323,1480.429,5291.814,755.382,0,-0.001,325,4,24315.91,226.47,-28.039,8,0,0,0.0,1,0.998,0,15,5,0
20,26655.216,3269.673,8161.846,1631.402,0,0.002,675,14,30617.086,1254.705,-54.059,0,1,0,0.0,2,1.216,2,21,5,0
1,10003.555,313.895,2239.272,1001.746,1,0.529,522,1,-5382.435,152.822,1.451,-1,0,0,0.0,1,0.966,20,11,1,0
4,15677.205,2771.013,1988.433,942.653,0,-0.002,255,2,8295.926,1026.438,0.756,-1,0,0,0.0,0,0.838,17,15,2,1
21,17529.992,1455.815,2540.698,388.131,1,0.001,715,13,34608.876,437.62,-26.408,0,0,0,0.0,4,0.547,12,11,5,0
1,0.0,-61.851,858.069,1053.786,0,0.003,161,3,-5397.193,-271.499,1.216,0,0,0,0.0,1,1.011,5,15,2,0
7,17918.013,2873.341,7460.648,1013.605,0,0.006,431,9,14164.235,2584.059,-37.247,-59,1,0,0.001,2,0.788,15,2,4,0
33,189927.983,2601.054,22560.36,1974.334,2,0.227,783,14,40599.61,13884.381,-29.247,0,0,0,0.059,3,0.7,23,8,2,0
6,138892.282,4117.35,4362.488,1221.26,0,0.001,766,9,31088.896,5700.238,-44.427,0,0,0,0.0,3,0.974,23,3,2,0
16,0.0,433.423,2501.565,1261.123,0,0.076,734,2,824.023,499.295,0.411,-1,0,0,0.0,3,0.357,12,11,4,0
1,19653.065,322.986,12681.431,1478.992,0,0.004,741,1,-1760.996,-599.297,1.236,0,0,0,0.001,0,0.0,16,1,7,1
5,22040.395,1862.934,7130.51,1008.72,0,-0.001,747,25,9142.258,1045.931,-25.465,0,0,0,0.0,3,0.861,17,4,4,0
1,0.0,364.519,12303.442,417.26,0,0.007,78,0,-3863.023,-264.17,1.212,0,0,0,0.0,0,0.0,17,3,7,1
17,15929.715,3915.412,1521.133,5146.666,2,0.122,768,42,15140.375,7669.243,-17.472,1,1,0,0.001,3,0.916,23,15,1,0
15,20592.855,3690.087,8042.809,2090.315,7,0.087,758,17,51885.703,6429.16,-56.569,11,1,0,0.059,5,1.788,16,4,5,0
4,13894.426,1925.966,264.193,837.664,0,-0.004,246,2,-2891.229,169.382,-9.27,0,0,0,0.001,1,0.983,20,15,2,0
1,0.0,3720.498,1935.58,957.333,0,0.004,750,0,-5520.954,150.132,0.347,0,0,0,0.0,2,0.052,0,4,7,0
2,14779.864,667.016,171.202,252.419,0,0.005,112,2,-1664.572,59.993,-0.047,0,0,0,0.0,0,0.207,20,15,7,1
2,1889.412,123.474,2071.408,901.778,0,0.003,642,1,-5407.508,-323.334,0.979,0,0,0,0.002,1,0.264,23,0,7,0
11,29123.465,2721.35,34360.654,3479.73,0,0.158,751,13,25657.949,2071.651,-41.46,0,0,0,0.0,3,0.721,14,4,3,0
70,36502.45,974.836,4070.68,6235.86,4,0.105,666,4,23865.907,826.362,-38.775,0,1,0,0.0,3,0.232,1,16,1,0
15,22431.187,89.874,2326.513,879.21,0,0.006,755,10,2157.292,451.446,0.771,-1,0,0,0.001,3,0.572,17,16,1,0
2,2579.502,-152.168,585.767,427.099,0,0.541,352,0,-5581.234,832.686,1.786,0,0,0,0.0,1,0.951,15,11,1,0
21,120684.842,1069.006,23367.039,4393.214,2,0.244,789,33,37705.219,1555.209,-24.905,13,5,0,0.081,3,0.98,17,4,2,0
3,0.0,260.497,1866.907,743.418,0,0.522,240,3,-1319.586,1128.242,0.844,0,0,0,0.001,1,0.97,17,16,1,0
3,37295.304,1655.678,5948.701,1395.201,0,0.003,532,1,164.442,91.334,-27.119,-31,0,0,0.0,3,1.732,9,21,1,0
3,39446.127,2742.648,10628.312,1266.973,0,-0.003,331,25,42896.341,3910.46,-42.779,-1,0,0,0.0,2,0.956,6,3,4,0
15,34559.171,1850.17,2897.087,140.269,1,0.087,769,10,37103.36,328.143,-22.776,0,1,0,0.0,2,0.966,17,11,1,0
533,106306.122,2112.97,17402.85,4429.697,9,0.001,761,43,73269.539,4904.453,-54.223,-25,6,0,0.079,4,0.844,16,21,5,0
4,11428.732,24.931,2553.854,554.532,1,-0.005,784,2,817.523,168.121,0.378,-1,0,0,0.0,2,0.784,17,11,1,0
4,17282.428,1806.663,699.8,868.149,0,0.004,139,8,10120.777,544.106,-25.198,0,0,0,0.03,1,0.464,17,19,1,0
2,2166.578,1146.442,2896.842,639.717,0,0.008,787,8,3948.83,859.321,-39.087,-44,0,0,0.0,2,0.799,5,21,5,0
13,28605.627,1141.008,1588.727,1057.225,1,0.1,734,3,6485.945,494.248,-0.15,0,0,0,0.0,1,0.746,17,15,1,0
9,16854.212,1209.594,3936.216,643.246,1,-0.004,511,6,2766.621,487.107,-21.252,-1,0,0,0.0,3,0.799,1,21,1,0
4,17754.099,7570.654,4223.407,2522.204,0,0.001,582,14,33451.49,1813.573,-41.35,0,0,0,0.0,2,0.93,8,3,2,0
4,37057.975,2269.994,5525.803,2524.264,0,0.002,740,10,32268.02,1614.05,-35.865,-62,0,0,0.0,3,1.003,15,4,4,0
5,11462.891,1778.317,5265.912,804.62,0,0.006,172,2,6888.573,178.652,0.375,0,0,0,0.0,1,0.98,20,11,1,1
1,6560.863,10810.264,934.122,1257.773,0,0.001,753,7,-588.912,2105.67,0.133,-29,0,0,0.0,2,0.442,13,15,4,0
5,11887.484,-108.731,-642.196,356.969,1,-0.002,777,6,666.212,82.067,0.649,-1,0,0,0.0,1,0.624,17,15,1,0
4,26773.243,4939.742,5487.631,680.965,0,0.005,654,6,40075.266,487.0,-41.487,0,0,0,0.0,1,0.953,14,4,4,0
3,13832.673,60.684,1322.345,721.865,0,0.003,762,7,-55.872,35.56,-1.678,0,0,0,0.0,1,1.006,2,11,1,0
3,18202.992,2146.628,6507.375,799.806,0,0.001,335,7,3974.37,2041.194,-43.089,0,0,0,0.001,2,0.534,3,4,4,0
18,21702.191,2055.836,9485.151,1596.425,1,0.109,789,17,24479.045,671.95,-28.971,9,0,0,0.105,2,0.598,23,11,5,0
1,14098.547,3842.402,2817.778,143.438,0,0.003,203,7,3847.351,287.213,0.574,0,0,0,0.0,1,1.321,24,15,4,0
3,6346.472,937.412,1342.774,1314.34,1,0.466,647,2,2706.665,1392.626,0.357,0,0,0,0.001,1,0.978,0,15,1,0
18,23113.296,1347.965,3369.053,739.187,0,0.13,651,2,65.415,460.479,-10.542,-1,0,0,0.0,3,0.661,5,15,5,0
5,16950.087,1409.337,2702.386,4044.347,1,0.186,770,8,9601.122,963.304,-31.798,-1,0,0,0.001,4,0.404,23,15,4,0
638,67646.713,4144.254,25689.018,2061.761,5,0.067,761,49,41679.552,3326.568,-30.807,1,1,0,0.062,3,0.577,20,21,5,0
3,3729.806,2775.444,1491.064,643.57,0,-0.002,692,13,2539.213,817.834,-14.109,0,0,0,0.0,1,0.234,17,16,1,0
6,39868.538,4167.005,6327.506,1657.825,0,-0.003,766,5,7605.493,1771.097,-20.373,0,1,0,0.0,3,0.273,11,6,4,0
1,10181.431,1424.578,6476.995,820.695,0,0.004,291,3,2147.801,2628.72,-0.097,0,0,0,0.001,1,0.986,6,16,7,1
12,14765.939,1333.04,4440.156,570.209,1,-0.004,767,2,29860.839,1119.367,-0.827,-41,0,0,0.001,2,1.753,20,11,2,0
1,0.0,-565.427,16821.306,142.261,0,0.005,103,0,-9990.395,-732.097,2.297,0,0,0,0.0,0,0.0,17,15,7,1
6,18974.924,401.72,-126.2,678.756,0,0.134,550,3,1901.611,149.823,0.461,1,0,0,0.0,1,0.956,1,15,1,0
1,9633.909,813.752,586.139,911.511,0,0.004,362,2,-4768.575,-93.229,0.168,0,0,0,0.0,0,0.036,23,15,7,1
2,7112.123,2480.123,9852.751,2641.656,0,0.003,743,9,-1447.05,1439.41,-52.348,0,0,0,0.001,1,0.572,4,3,5,0
2,178.195,2024.625,2643.345,985.571,0,-0.0,502,1,610.288,1633.77,0.464,0,0,0,0.0,1,0.0,5,16,1,0
1,13007.793,1672.944,6204.876,1578.73,0,0.005,419,8,-2226.48,4873.481,-1.145,-65,0,0,0.209,2,0.965,16,3,5,0
5,11646.636,3201.745,6193.402,-116.905,0,0.553,92,2,493.233,924.55,-0.039,0,0,0,0.0,0,0.0,17,11,7,1
13,120955.924,1059.393,3636.972,2262.03,0,0.143,769,8,345270.302,5996.148,-12.715,1,0,0,0.002,2,0.985,8,11,2,0
2,0.0,327.947,1599.058,577.956,0,0.007,343,0,-1914.267,640.738,0.399,0,0,0,0.0,1,0.0,3,4,7,1
1,906.352,4883.154,23746.168,384.299,0,0.002,749,0,1804.986,930.636,-0.222,0,3,0,0.0,0,0.055,0,4,7,1
2,16660.311,2504.119,5458.991,1073.18,0,0.004,337,3,710.816,1243.885,-0.049,0,0,0,0.001,1,0.969,6,4,1,0
14,164.569,291.771,1119.015,865.98,1,0.477,513,5,-3216.241,565.375,-0.984,0,0,0,0.0,2,0.97,20,11,1,0
5,112987.546,977.145,23880.937,2641.201,4,0.001,776,16,908.794,2415.779,-28.495,-26,0,0,0.0,3,0.0,20,11,5,0
2,0.0,71.062,-701.775,1151.477,0,0.007,306,1,-5525.362,497.466,2.145,0,0,0,0.0,0,0.0,17,15,7,1
1,15105.055,6596.071,18145.428,6246.496,0,0.001,46,0,-4783.235,69.023,0.409,0,0,0,0.0,0,0.0,0,11,7,1
15,19168.667,-240.077,1913.199,1023.566,1,0.15,735,4,37361.101,808.829,-31.101,-1,0,0,0.0,3,0.989,0,21,5,0
814,64209.603,3400.03,19106.824,3435.443,13,0.131,794,40,90421.128,13172.248,-45.044,18,1,2,0.083,5,0.688,16,1,5,0
5,4201.967,950.074,5536.329,823.385,0,-0.001,729,9,549.375,1526.424,-47.514,1,0,0,0.001,1,0.719,2,11,5,0
42,138968.506,5293.461,23848.258,5130.341,5,-0.003,740,22,86805.087,938.766,-31.574,1,1,0,0.003,5,0.943,7,11,5,0
6,0.0,751.917,551.405,381.745,0,-0.0,750,11,2806.539,36.306,-40.299,0,0,0,0.001,1,0.985,6,21,1,0
17,10039.88,3965.533,4453.026,2028.339,0,-0.004,598,1,186164.233,131.047,-33.412,-55,3,0,0.0,3,0.803,19,4,2,0
5,0.0,586.132,2019.259,718.827,0,0.476,644,2,18213.504,74.708,1.507,0,0,0,0.0,1,0.998,4,3,1,0
1,1724.299,47.167,255.065,941.184,0,0.001,736,1,-5567.574,232.274,0.867,0,0,0,0.0,1,1.009,12,15,2,0
4,12731.358,422.777,1500.704,414.138,0,0.002,693,5,7064.429,2813.792,0.986,0,0,0,0.001,1,0.994,16,11,6,0
4,20199.974,2117.408,4620.459,1226.484,0,-0.001,747,9,30648.44,2325.338,-44.028,0,0,0,0.0,3,0.975,2,1,4,0
13,143674.699,2626.694,24994.89,5206.236,4,0.003,731,67,43605.665,847.496,-48.068,0,0,0,0.001,0,0.0,16,1,7,1
9,11407.379,36.076,6934.966,1756.666,0,-0.0,649,14,15639.317,8342.0,-45.719,0,0,0,0.0,3,0.578,8,0,5,0
14,15074.165,677.941,774.531,1017.499,0,0.484,778,6,-7324.144,649.633,0.833,-1,0,0,0.0,1,0.815,17,15,1,0
717,125336.044,2893.405,31613.016,5261.615,6,0.227,591,22,97181.598,5918.751,-55.438,21,0,0,0.044,3,0.595,15,2,5,0
1,0.0,-443.361,1867.269,571.71,0,0.008,376,0,-9057.927,283.649,-0.474,0,0,0,0.002,0,0.0,2,20,7,1
4,23788.691,2733.422,1574.65,999.159,0,0.002,284,0,-3636.527,118.78,0.665,0,0,0,0.0,1,0.962,19,15,2,0
6,18360.983,44.176,-951.888,186.666,0,0.429,755,1,2608.82,15.297,0.092,0,0,0,0.0,2,0.975,17,11,1,0
1,30739.472,6143.711,9133.275,8557.106,0,0.002,282,1,-8101.581,-448.862,1.597,0,0,0,0.001,0,0.0,17,10,7,1
11,25372.209,632.837,25189.507,2248.849,13,-0.001,730,9,6541.853,4314.031,-29.695,0,0,0,0.0,3,0.93,23,2,4,0
6,18902.962,1248.696,2549.59,2587.928,0,0.144,743,9,3834.288,493.865,-51.018,0,0,0,0.001,1,1.272,17,16,1,0
12,31514.071,1525.996,6629.543,696.609,0,-0.004,683,19,25611.587,645.114,-31.12,1,1,0,0.363,3,0.336,17,20,5,0
8,30886.111,3261.656,7925.839,582.153,0,-0.003,732,2,6712.742,2744.773,-38.738,-1,0,0,0.0,3,0.766,7,1,4,0
1,15506.341,1182.09,3066.902,381.989,0,0.004,179,0,846.015,240.0,-0.281,0,0,0,0.0,1,0.348,1,11,1,0
6,0.0,-356.675,715.573,358.269,0,0.534,483,1,-8213.535,-56.496,0.171,0,0,0,0.0,1,0.047,17,16,2,1
3,0.0,132.896,1494.409,902.475,0,0.545,465,8,-3547.629,517.732,0.508,0,0,0,0.0,1,0.977,17,15,1,0
4,39535.674,3729.858,4260.8,3031.974,0,0.006,411,2,32466.336,3552.468,-21.135,0,0,0,0.0,1,0.949,14,4,4,0
3,6212.036,5503.237,17244.332,453.742,0,0.005,448,1,-1895.133,574.74,-1.506,0,0,0,0.003,0,0.0,15,15,7,1
14,42184.41,1864.149,33304.104,1930.666,0,0.12,734,5,36444.057,4590.123,-16.113,1,0,0,0.0,2,0.763,15,4,4,0
2,25065.85,1621.354,2335.874,952.252,0,0.001,353,16,7565.986,2299.429,-45.685,-57,0,0,0.001,1,0.998,8,3,5,0
