client_id,label_risque,score_anomalie_if,score_anomalie_lstm,score_anomalie_river,score_anomalie_final,pred_isolation_forest,pred_lstm,pred_river,pred_ensemble,nb_votes,alerte,raison_principale,retard_moyen_jours,taux_retard,ratio_encaissement,montant_ttc_moyen
6415,0,0.0959,0.0,0.0,0.0383,0,0,0,0,0,VERT,Comportement statistiquement atypique,-25.255,0.0,0.99,3759.993
6416,1,0.0676,0.0,0.0,0.027,0,0,0,0,0,VERT,Faible encaissement (25.0%),0.287,0.001,0.25,521.143
6417,1,0.0627,0.0,0.0,0.0251,0,0,0,0,0,VERT,Faible encaissement (6.3%),0.153,0.0,0.063,1136.834
6418,0,0.0139,0.0,0.0,0.0056,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.68,0.0,1.0,983.151
6419,1,0.0591,0.0,0.0,0.0237,0,0,0,0,0,VERT,Faible encaissement (33.0%),0.836,0.0,0.33,536.429
6420,0,0.0127,0.0,0.0,0.0051,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.538,0.0,1.002,1314.916
6421,0,0.5002,0.0001,0.0,0.2001,1,0,0,0,1,JAUNE,Comportement statistiquement atypique,-16.053,0.002,1.9,6860.488
6422,1,0.464,0.0001,0.0,0.1856,1,0,0,0,1,JAUNE,Faible encaissement (15.6%),0.381,0.056,0.156,10016.27
6423,0,0.0247,0.0,0.0,0.0099,0,0,0,0,0,VERT,Faible encaissement (51.9%),0.593,0.0,0.519,717.172
6424,0,0.5618,0.0001,0.0,0.2248,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-46.057,0.031,1.976,18440.045
6425,0,0.1972,0.0,0.0,0.0789,0,0,0,0,0,VERT,Comportement statistiquement atypique,-7.913,0.046,0.912,7277.974
6426,0,0.0226,0.0,0.0,0.009,0,0,0,0,0,VERT,Faible encaissement (73.8%),-0.151,0.002,0.738,715.13
6427,0,0.2693,0.0,0.0,0.1077,0,0,0,0,0,VERT,Faible encaissement (63.1%),-64.984,0.0,0.631,4498.1
6428,0,0.0387,0.0,0.0,0.0155,0,0,0,0,0,VERT,Comportement statistiquement atypique,-36.852,0.0,0.885,2059.143
6429,0,0.0704,0.0,0.0,0.0281,0,0,0,0,0,VERT,Comportement statistiquement atypique,-33.023,0.001,0.998,450.272
6430,0,0.0621,0.0,0.0,0.0249,0,0,0,0,0,VERT,Faible encaissement (62.8%),-19.578,0.001,0.628,2866.167
6431,0,0.0229,0.0,0.0,0.0091,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.949,0.0,0.971,1982.081
6432,1,0.1487,0.0,0.0,0.0595,0,0,0,0,0,VERT,Faible encaissement (8.6%),0.895,0.003,0.086,8972.185
6433,1,0.0856,0.0,0.0,0.0342,0,0,0,0,0,VERT,Faible encaissement (0.0%),0.57,0.001,0.0,1357.435
6434,1,0.0939,0.0,0.0,0.0376,0,0,0,0,0,VERT,Faible encaissement (4.8%),1.461,0.001,0.048,1503.833
6435,0,0.0256,0.0,0.0,0.0102,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.305,0.0,0.991,2475.759
6436,1,0.0487,0.0,0.0,0.0195,0,0,0,0,0,VERT,Faible encaissement (13.3%),0.209,0.0,0.133,613.244
6437,0,0.1988,0.0,0.0,0.0795,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.243,0.001,0.912,5327.07
6438,0,0.0471,0.0,0.0,0.0188,0,0,0,0,0,VERT,Faible encaissement (70.1%),-11.044,0.002,0.701,758.448
6439,0,0.0416,0.0,0.0,0.0167,0,0,0,0,0,VERT,Comportement statistiquement atypique,-16.844,0.0,0.981,593.313
6440,0,0.0074,0.0,0.0,0.0029,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.627,0.0,0.967,1965.34
6441,0,0.0173,0.0,0.0,0.0069,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.205,0.0,0.99,1909.025
6442,0,0.1554,0.0,0.0,0.0622,0,0,0,0,0,VERT,Comportement statistiquement atypique,-11.538,0.091,0.928,3626.452
6443,0,0.0508,0.0,0.0,0.0203,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.393,0.0,1.155,181.106
6444,0,0.0101,0.0,0.0,0.004,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.322,0.0,0.988,1671.685
6445,0,0.0608,0.0,0.0,0.0243,0,0,0,0,0,VERT,Comportement statistiquement atypique,-26.564,0.0,0.976,1542.953
6446,0,0.2327,0.0,0.0,0.0931,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.104,0.0,2.0,6492.811
6447,1,0.0653,0.0,0.0,0.0261,0,0,0,0,0,VERT,Faible encaissement (8.5%),-0.106,0.0,0.085,1706.625
6448,0,0.1538,0.0,0.0,0.0615,0,0,0,0,0,VERT,Comportement statistiquement atypique,-53.214,0.0,0.966,3765.083
6449,1,0.0901,0.0,0.0,0.036,0,0,0,0,0,VERT,Faible encaissement (20.9%),0.371,0.0,0.209,4365.515
6450,0,0.006,0.0,0.0,0.0024,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.887,0.0,0.986,3187.709
6451,0,0.152,0.0,0.0,0.0608,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.387,0.001,2.0,885.225
6452,0,0.0091,0.0,0.0,0.0036,0,0,0,0,0,VERT,Faible encaissement (76.3%),-0.471,0.0,0.763,851.364
6453,0,0.0545,0.0,0.0,0.0218,0,0,0,0,0,VERT,Comportement statistiquement atypique,-40.765,0.0,0.98,2760.843
6454,0,0.3827,0.0,0.0,0.1531,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.693,0.0,1.375,8470.567
6455,0,0.0158,0.0,0.0,0.0063,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.153,0.001,0.973,4269.98
6456,1,0.0968,0.0,0.0,0.0387,0,0,0,0,0,VERT,Faible encaissement (22.3%),-0.862,0.0,0.223,2171.987
6457,1,0.0713,0.0,0.0,0.0285,0,0,0,0,0,VERT,Faible encaissement (27.8%),-0.784,0.0,0.278,1032.833
6458,0,0.2447,0.0,0.0,0.0979,0,0,0,0,0,VERT,Comportement statistiquement atypique,-10.386,0.0,1.295,3397.97
6459,0,0.0495,0.0,0.0,0.0198,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.053,0.0,1.229,280.351
6460,0,0.4994,0.0006,0.0,0.2,1,1,0,1,2,ORANGE,Faible encaissement (65.3%),-55.753,0.001,0.653,6060.548
6461,0,0.3128,0.0001,0.0,0.1252,0,1,0,0,1,JAUNE,Comportement statistiquement atypique,-1.872,0.0,1.015,22776.684
6462,0,0.0986,0.0,0.0,0.0394,0,0,0,0,0,VERT,Comportement statistiquement atypique,-58.701,0.0,0.988,2356.775
6463,0,0.0105,0.0,0.0,0.0042,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.327,0.0,1.002,2729.718
6464,1,0.0599,0.0,0.0,0.024,0,0,0,0,0,VERT,Faible encaissement (20.0%),-0.008,0.0,0.2,43.396
6465,0,0.0934,0.0,0.0,0.0373,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.741,0.0,1.0,553.508
6466,1,0.0754,0.0,0.0,0.0302,0,0,0,0,0,VERT,Faible encaissement (10.5%),-0.455,0.001,0.105,5457.004
6467,0,0.2549,0.0,0.0,0.102,0,0,0,0,0,VERT,Comportement statistiquement atypique,-61.254,0.001,0.988,999.441
6468,0,0.0514,0.0,0.0,0.0206,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.667,0.0,1.006,1885.824
6469,0,0.0358,0.0,0.0,0.0143,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.179,0.001,1.017,445.578
6470,0,0.0883,0.0,0.0,0.0353,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.63,0.001,0.875,3311.158
6471,0,0.3119,0.0005,0.0,0.1249,0,1,0,0,1,JAUNE,Comportement statistiquement atypique,-0.679,0.0,0.842,1428.66
6472,1,0.2703,0.0003,0.0,0.1082,0,1,0,0,1,JAUNE,Faible encaissement (25.2%),1.036,0.001,0.252,21030.512
6473,0,0.0324,0.0,0.0,0.013,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.903,0.0,0.887,897.785
6474,0,0.0094,0.0,0.0,0.0038,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.661,0.0,1.008,781.532
6475,0,0.5313,0.0001,0.0,0.2126,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-13.088,0.0,2.0,14332.027
6476,0,0.2901,0.0001,0.0,0.1161,0,1,0,0,1,JAUNE,Faible encaissement (44.9%),-25.701,0.0,0.449,3753.616
6477,0,0.6965,0.0003,0.0,0.2788,1,1,0,1,2,ORANGE,Comportement statistiquement atypique,-39.286,0.051,1.741,13195.038
6478,0,0.016,0.0,0.0,0.0064,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.339,0.0,0.972,3127.005
6479,0,0.0411,0.0,0.0,0.0164,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.385,0.0,1.133,2936.033
6480,1,0.0571,0.0,0.0,0.0229,0,0,0,0,0,VERT,Faible encaissement (26.0%),1.157,0.0,0.26,284.25
6481,0,0.2229,0.0,0.0,0.0892,0,0,0,0,0,VERT,Comportement statistiquement atypique,-50.87,0.106,0.993,3773.028
6482,0,0.2463,0.0,0.0,0.0985,0,0,0,0,0,VERT,Faible encaissement (56.3%),-49.858,0.0,0.563,3873.058
6483,0,0.5376,0.0002,0.0,0.2151,1,1,0,1,2,ORANGE,Taux retard élevé (28.7%) | Faible encaissement (75.3%),-16.211,0.287,0.753,3610.152
6484,0,0.0376,0.0,0.0,0.0151,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.565,0.002,0.986,1382.081
6485,0,0.2842,0.0,0.0,0.1137,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.368,0.0,1.956,6443.66
6486,0,0.0122,0.0,0.0,0.0049,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.219,0.0,1.02,1300.516
6487,0,0.2506,0.0,0.0,0.1003,0,0,0,0,0,VERT,Faible encaissement (68.5%),-22.58,0.002,0.685,7378.532
6488,1,0.0717,0.0,0.0,0.0287,0,0,0,0,0,VERT,Faible encaissement (15.8%),-0.893,0.001,0.158,5087.763
6489,1,0.3189,0.0003,0.0,0.1277,0,1,0,0,1,JAUNE,Faible encaissement (19.5%),1.058,0.0,0.195,8275.643
6490,1,0.0491,0.0,0.0,0.0197,0,0,0,0,0,VERT,Faible encaissement (22.0%),-0.717,0.002,0.22,3405.735
6491,1,0.1328,0.0,0.0,0.0532,0,0,0,0,0,VERT,Faible encaissement (0.0%),-0.16,0.0,0.0,9239.445
6492,0,0.3724,0.0,0.0,0.149,0,0,0,0,0,VERT,Faible encaissement (52.0%),-31.873,0.0,0.52,6095.331
6493,0,0.115,0.0,0.0,0.046,0,0,0,0,0,VERT,Comportement statistiquement atypique,-32.404,0.0,1.011,3345.667
6494,0,0.0665,0.0,0.0,0.0266,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.842,0.001,1.159,1324.424
6495,0,0.0725,0.0,0.0,0.029,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.906,0.0,1.007,282.235
6496,0,0.3298,0.0,0.0,0.1319,0,0,0,0,0,VERT,Comportement statistiquement atypique,-34.225,0.065,1.747,9253.771
6497,1,0.244,0.0002,0.0,0.0977,0,1,0,0,1,JAUNE,Faible encaissement (18.1%),1.15,0.0,0.181,11839.235
6498,0,0.0398,0.0,0.0,0.0159,0,0,0,0,0,VERT,Comportement statistiquement atypique,-10.131,0.0,0.877,1016.875
6499,0,0.0726,0.0,0.0,0.029,0,0,0,0,0,VERT,Comportement statistiquement atypique,-32.701,0.0,0.803,281.0
6500,0,0.0491,0.0,0.0,0.0196,0,0,0,0,0,VERT,Faible encaissement (13.0%),-1.49,0.0,0.13,537.334
6501,0,0.0519,0.0,0.0,0.0208,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.09,0.0,0.898,1160.633
6502,0,0.0301,0.0,0.0,0.0121,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.358,0.0,0.972,628.624
6503,0,0.082,0.0,0.0,0.0328,0,0,0,0,0,VERT,Faible encaissement (45.6%),-41.816,0.0,0.456,509.699
6504,1,0.1908,0.0001,0.0,0.0764,0,1,0,0,1,JAUNE,Faible encaissement (11.3%),0.358,0.002,0.113,15186.495
6505,0,0.0137,0.0,0.0,0.0055,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.07,0.0,0.954,2309.915
6506,0,0.1078,0.0,0.0,0.0431,0,0,0,0,0,VERT,Comportement statistiquement atypique,-43.826,0.0,0.961,3138.288
6507,0,0.3851,0.0,0.0,0.154,0,0,0,0,0,VERT,Taux retard élevé (30.0%),-13.454,0.3,0.895,4113.663
6508,0,0.0065,0.0,0.0,0.0026,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.454,0.0,0.935,927.573
6509,1,0.1004,0.0,0.0,0.0402,0,0,0,0,0,VERT,Faible encaissement (16.6%),-0.77,0.0,0.166,9229.184
6510,0,0.0192,0.0,0.0,0.0077,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.92,0.001,1.001,973.085
6511,0,0.034,0.0,0.0,0.0136,0,0,0,0,0,VERT,Faible encaissement (58.3%),-0.435,0.001,0.583,1586.847
6512,0,0.0325,0.0,0.0,0.013,0,0,0,0,0,VERT,Comportement statistiquement atypique,-13.701,0.0,1.0,2996.077
6513,0,0.1333,0.0,0.0,0.0533,0,0,0,0,0,VERT,Comportement statistiquement atypique,-55.179,0.0,0.969,4420.355
6514,0,0.1411,0.0,0.0,0.0564,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.124,0.0,0.81,2710.88
6515,1,0.0649,0.0,0.0,0.026,0,0,0,0,0,VERT,Faible encaissement (9.7%),-0.235,0.0,0.097,500.286
6516,1,0.1345,0.0,0.0,0.0538,0,0,0,0,0,VERT,Faible encaissement (13.1%),-0.271,0.001,0.131,4925.186
6517,0,0.1513,0.0,0.0,0.0605,0,0,0,0,0,VERT,Comportement statistiquement atypique,-13.323,0.0,0.977,3853.82
6518,0,0.3774,0.0001,0.0,0.151,0,1,0,0,1,JAUNE,Comportement statistiquement atypique,-15.637,0.052,0.909,3866.218
6519,0,0.0271,0.0,0.0,0.0109,0,0,0,0,0,VERT,Comportement statistiquement atypique,-13.299,0.0,0.895,1719.075
6520,0,0.0779,0.0,0.0,0.0312,0,0,0,0,0,VERT,Comportement statistiquement atypique,-28.124,0.0,1.022,5308.686
6521,1,0.1018,0.0,0.0,0.0407,0,0,0,0,0,VERT,Faible encaissement (23.2%),0.347,0.001,0.232,7300.133
6522,0,0.3732,0.0,0.0,0.1493,0,0,0,0,0,VERT,Comportement statistiquement atypique,-25.518,0.052,0.825,6182.114
6523,0,0.1898,0.0,0.0,0.0759,0,0,0,0,0,VERT,Comportement statistiquement atypique,-8.28,0.001,0.972,3652.532
6524,0,0.0045,0.0,0.0,0.0018,0,0,0,0,0,VERT,Faible encaissement (79.5%),-1.006,0.0,0.795,1970.34
6525,1,0.3838,0.0004,0.0,0.1537,0,1,0,0,1,JAUNE,Faible encaissement (25.7%),0.513,0.001,0.257,23147.018
6526,0,0.2076,0.0,0.0,0.0831,0,0,0,0,0,VERT,Comportement statistiquement atypique,-60.418,0.001,0.956,1097.99
6527,0,0.0569,0.0,0.0,0.0228,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.683,0.0,0.983,1196.723
6528,0,0.202,0.0,0.0,0.0808,0,0,0,0,0,VERT,Comportement statistiquement atypique,-43.32,0.0,1.266,4990.915
6529,0,0.0226,0.0,0.0,0.0091,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.912,0.0,0.868,4094.647
6530,0,0.2557,0.0,0.0,0.1023,0,0,0,0,0,VERT,Comportement statistiquement atypique,-48.512,0.001,1.015,763.307
6531,0,0.0821,0.0,0.0,0.0328,0,0,0,0,0,VERT,Faible encaissement (77.3%),-32.579,0.0,0.773,363.501
6532,1,0.0286,0.0,0.0,0.0114,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.116,0.0,0.981,2775.824
6533,0,0.0533,0.0,0.0,0.0213,0,0,0,0,0,VERT,Faible encaissement (68.7%),-0.712,0.003,0.687,431.792
6534,0,0.2537,0.0,0.0,0.1015,0,0,0,0,0,VERT,Comportement statistiquement atypique,-16.746,0.0,1.618,5542.564
6535,0,0.025,0.0,0.0,0.01,0,0,0,0,0,VERT,Faible encaissement (71.4%),-1.74,0.0,0.714,2529.364
6536,0,0.0136,0.0,0.0,0.0054,0,0,0,0,0,VERT,Faible encaissement (75.9%),-0.581,0.0,0.759,1081.91
6537,1,0.0716,0.0,0.0,0.0286,0,0,0,0,0,VERT,Faible encaissement (6.6%),1.016,0.001,0.066,4277.012
6538,0,0.0575,0.0,0.0,0.023,0,0,0,0,0,VERT,Faible encaissement (68.2%),-11.718,0.0,0.682,1156.482
6539,0,0.0406,0.0,0.0,0.0163,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.03,0.0,0.976,179.979
6540,0,0.1374,0.0,0.0,0.055,0,0,0,0,0,VERT,Comportement statistiquement atypique,-40.308,0.0,1.333,1277.213
6541,0,0.0155,0.0,0.0,0.0062,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.227,0.0,0.987,633.915
6542,0,0.1436,0.0,0.0,0.0574,0,0,0,0,0,VERT,Comportement statistiquement atypique,-41.013,0.0,1.783,3388.578
6543,0,0.0354,0.0,0.0,0.0141,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.7,0.0,0.802,50.992
6544,0,0.2644,0.0,0.0,0.1057,0,0,0,0,0,VERT,Comportement statistiquement atypique,-35.334,0.0,1.923,2124.086
6545,0,0.0312,0.0,0.0,0.0125,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.196,0.001,0.901,1087.269
6546,0,0.2759,0.0,0.0,0.1104,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.571,0.075,0.899,1483.535
6547,0,0.0662,0.0,0.0,0.0265,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.316,0.001,1.384,1365.369
6548,1,0.1165,0.0,0.0,0.0466,0,0,0,0,0,VERT,Faible encaissement (3.5%),-1.522,0.001,0.035,787.701
6549,0,0.1503,0.0,0.0,0.0601,0,0,0,0,0,VERT,Comportement statistiquement atypique,-51.175,0.0,0.994,4121.288
6550,0,0.0638,0.0,0.0,0.0255,0,0,0,0,0,VERT,Faible encaissement (13.9%),0.519,0.0,0.139,629.815
6551,0,0.1563,0.0,0.0,0.0625,0,0,0,0,0,VERT,Comportement statistiquement atypique,-29.958,0.001,1.935,1972.957
6552,0,0.1883,0.0,0.0,0.0753,0,0,0,0,0,VERT,Comportement statistiquement atypique,-48.866,0.0,1.125,3347.819
6553,0,0.2213,0.0,0.0,0.0885,0,0,0,0,0,VERT,Comportement statistiquement atypique,-41.445,0.0,2.0,2109.673
6554,0,0.2494,0.0,0.0,0.0998,0,0,0,0,0,VERT,Comportement statistiquement atypique,-41.0,0.0,1.053,6096.047
6555,0,0.405,0.0,0.0,0.162,0,0,0,0,0,VERT,Comportement statistiquement atypique,-35.139,0.018,2.0,990.3
6556,1,0.0761,0.0,0.0,0.0304,0,0,0,0,0,VERT,Faible encaissement (27.0%),1.724,0.0,0.27,526.87
6557,0,0.0725,0.0,0.0,0.029,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.15,0.001,1.422,2746.138
6558,1,0.0997,0.0,0.0,0.0399,0,0,0,0,0,VERT,Faible encaissement (15.9%),0.355,0.0,0.159,7126.538
6559,0,0.5388,0.0,0.0,0.2155,1,0,0,0,1,JAUNE,Comportement statistiquement atypique,-10.335,0.046,0.957,13992.33
6560,0,0.1509,0.0,0.0,0.0604,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.442,0.0,1.014,2150.723
6561,0,0.2234,0.0,0.0,0.0894,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.693,0.0,0.852,11188.207
6562,0,0.0226,0.0,0.0,0.009,0,0,0,0,0,VERT,Faible encaissement (72.2%),0.276,0.0,0.722,920.475
6563,0,0.0309,0.0,0.0,0.0124,0,0,0,0,0,VERT,Faible encaissement (52.8%),0.169,0.0,0.528,373.627
6564,0,0.145,0.0,0.0,0.058,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.002,0.0,1.456,4013.717
6565,0,0.1893,0.0,0.0,0.0757,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.659,0.001,0.833,4420.403
6566,0,0.0242,0.0,0.0,0.0097,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.887,0.002,1.021,994.09
6567,1,0.0606,0.0,0.0,0.0242,0,0,0,0,0,VERT,Faible encaissement (14.8%),1.36,0.0,0.148,1634.127
6568,0,0.0365,0.0,0.0,0.0146,0,0,0,0,0,VERT,Faible encaissement (34.9%),0.576,0.0,0.349,531.935
6569,0,0.1077,0.0,0.0,0.0431,0,0,0,0,0,VERT,Comportement statistiquement atypique,-51.022,0.0,0.97,2792.01
6570,0,0.0157,0.0,0.0,0.0063,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.208,0.0,1.005,629.936
6571,0,0.1965,0.0,0.0,0.0786,0,0,0,0,0,VERT,Comportement statistiquement atypique,-43.73,0.0,2.0,5124.233
6572,0,0.2482,0.0,0.0,0.0993,0,0,0,0,0,VERT,Faible encaissement (77.9%),-10.934,0.037,0.779,4916.423
6573,0,0.0025,0.0,0.0,0.001,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.058,0.0,0.911,1296.4
6574,0,0.0441,0.0,0.0,0.0176,0,0,0,0,0,VERT,Comportement statistiquement atypique,-14.11,0.001,1.096,1104.159
6575,0,0.0187,0.0,0.0,0.0075,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.527,0.0,0.996,1090.778
6576,0,0.0302,0.0,0.0,0.0121,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.273,0.0,0.986,96.13
6577,0,0.1118,0.0,0.0,0.0447,0,0,0,0,0,VERT,Comportement statistiquement atypique,-56.51,0.0,0.983,4428.693
6578,0,0.0144,0.0,0.0,0.0058,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.077,0.0,0.958,1127.022
6579,0,0.0149,0.0,0.0,0.006,0,0,0,0,0,VERT,Faible encaissement (75.9%),-1.01,0.0,0.759,1497.423
6580,0,0.0152,0.0,0.0,0.0061,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.15,0.0,0.995,3261.955
6581,0,0.2008,0.0,0.0,0.0803,0,0,0,0,0,VERT,Comportement statistiquement atypique,-65.314,0.001,1.006,4197.264
6582,1,0.0566,0.0,0.0,0.0226,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.972,0.001,1.181,1360.359
6583,0,0.0173,0.0,0.0,0.0069,0,0,0,0,0,VERT,Comportement statistiquement atypique,-0.589,0.0,0.95,2821.998
6584,0,0.1606,0.0,0.0,0.0642,0,0,0,0,0,VERT,Comportement statistiquement atypique,-37.297,0.0,0.985,5246.024
6585,0,0.0857,0.0,0.0,0.0343,0,0,0,0,0,VERT,Comportement statistiquement atypique,-12.961,0.0,0.92,4684.245
6586,0,0.1788,0.0,0.0,0.0715,0,0,0,0,0,VERT,Comportement statistiquement atypique,-37.188,0.0,1.257,1195.738
6587,1,0.1145,0.0,0.0,0.0458,0,0,0,0,0,VERT,Faible encaissement (21.5%),-0.067,0.001,0.215,9808.025
6588,0,0.4234,0.0,0.0,0.1694,0,0,0,0,0,VERT,Faible encaissement (71.4%),-31.77,0.048,0.714,5841.51
6589,0,0.0591,0.0,0.0,0.0236,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.588,0.002,0.828,5009.994
6590,0,0.319,0.0,0.0,0.1276,0,0,0,0,0,VERT,Comportement statistiquement atypique,-16.247,0.059,0.98,4900.186
6591,0,0.0699,0.0,0.0,0.028,0,0,0,0,0,VERT,Comportement statistiquement atypique,-31.327,0.0,0.997,96.513
6592,1,0.094,0.0,0.0,0.0376,0,0,0,0,0,VERT,Faible encaissement (13.4%),0.48,0.0,0.134,6354.574
6593,0,0.041,0.0,0.0,0.0164,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.318,0.0,0.983,3659.619
6594,0,0.0142,0.0,0.0,0.0057,0,0,0,0,0,VERT,Faible encaissement (70.3%),-0.37,0.0,0.703,516.972
6595,0,0.1016,0.0,0.0,0.0407,0,0,0,0,0,VERT,Comportement statistiquement atypique,-57.471,0.0,0.997,3725.413
6596,0,0.0616,0.0,0.0,0.0246,0,0,0,0,0,VERT,Comportement statistiquement atypique,-14.432,0.001,0.973,3949.288
6597,0,0.0729,0.0,0.0,0.0292,0,0,0,0,0,VERT,Comportement statistiquement atypique,-20.809,0.001,0.917,1640.529
6598,0,0.0394,0.0,0.0,0.0157,0,0,0,0,0,VERT,Comportement statistiquement atypique,-15.47,0.0,1.029,2480.57
6599,0,0.3031,0.0,0.0,0.1212,0,0,0,0,0,VERT,Comportement statistiquement atypique,-39.424,0.001,1.15,6265.362
6600,1,0.0558,0.0,0.0,0.0223,0,0,0,0,0,VERT,Faible encaissement (17.9%),-0.88,0.0,0.179,2574.905
6601,0,0.0377,0.0,0.0,0.0151,0,0,0,0,0,VERT,Faible encaissement (75.7%),-0.847,0.0,0.757,795.232
6602,1,0.0432,0.0,0.0,0.0173,0,0,0,0,0,VERT,Faible encaissement (19.1%),0.709,0.0,0.191,3632.033
6603,0,0.024,0.0,0.0,0.0096,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.68,0.0,1.017,1963.18
6604,0,0.1734,0.0,0.0,0.0694,0,0,0,0,0,VERT,Faible encaissement (53.5%),-1.216,0.0,0.535,2969.616
6605,0,0.4858,0.0,0.0,0.1943,1,0,0,0,1,JAUNE,Faible encaissement (17.0%),-7.659,0.0,0.17,14680.077
6606,1,0.0823,0.0,0.0,0.0329,0,0,0,0,0,VERT,Faible encaissement (10.8%),0.28,0.0,0.108,-97.945
6607,0,0.1618,0.0,0.0,0.0647,0,0,0,0,0,VERT,Faible encaissement (70.3%),-24.019,0.002,0.703,4228.948
6608,0,0.0187,0.0,0.0,0.0075,0,0,0,0,0,VERT,Comportement statistiquement atypique,0.418,0.0,1.011,1632.25
6609,1,0.0578,0.0,0.0,0.0231,0,0,0,0,0,VERT,Faible encaissement (14.7%),-0.02,0.0,0.147,601.319
6610,0,0.1645,0.0,0.0,0.0658,0,0,0,0,0,VERT,Comportement statistiquement atypique,-20.254,0.0,1.468,6164.766
6611,0,0.1812,0.0,0.0,0.0725,0,0,0,0,0,VERT,Comportement statistiquement atypique,-11.076,0.0,1.107,2545.249
6612,0,0.4329,0.0,0.0,0.1731,0,0,0,0,0,VERT,Comportement statistiquement atypique,-42.146,0.019,1.427,11714.69
6613,1,0.1521,0.0,0.0,0.0608,0,0,0,0,0,VERT,Comportement statistiquement atypique,-17.107,0.001,1.772,486.059
6614,0,0.2465,0.0,0.0,0.0986,0,0,0,0,0,VERT,Comportement statistiquement atypique,-32.357,0.001,0.829,3009.065
6615,0,0.0393,0.0,0.0,0.0157,0,0,0,0,0,VERT,Comportement statistiquement atypique,-1.032,0.0,1.319,649.405
6616,1,0.0691,0.0,0.0,0.0277,0,0,0,0,0,VERT,Faible encaissement (18.4%),-0.416,0.002,0.184,1151.182
6617,0,0.2446,0.0,0.0,0.0979,0,0,0,0,0,VERT,Comportement statistiquement atypique,-28.076,0.0,1.334,7447.138
6618,1,0.1858,0.0,0.0,0.0743,0,0,0,0,0,VERT,Faible encaissement (3.6%),0.384,0.001,0.036,4637.079
