client_index,score_gnn,score_contagion,score_final_m2,label_reel,alerte
1835,4.27,1.16,3.34,0,VERT
1836,1.21,99.9,30.82,0,ORANGE
1837,1.43,5.28,2.58,0,VERT
1838,99.91,0.27,70.02,1,ROUGE
1839,99.6,12.49,73.47,1,ROUGE
1840,99.72,23.9,76.98,1,ROUGE
1841,0.35,7.18,2.4,0,VERT
1842,0.22,1.2,0.51,0,VERT
1843,89.0,37.78,73.63,1,ROUGE
1844,0.14,34.83,10.55,0,VERT
1845,9.22,10.76,9.68,0,VERT
1846,0.35,31.4,9.66,0,VERT
1847,1.63,63.35,20.15,0,VERT
1848,2.69,91.0,29.18,0,VERT
1849,2.27,2.19,2.25,0,VERT
1850,66.96,50.39,61.99,0,ORANGE
1851,0.33,8.09,2.66,0,VERT
1852,63.33,14.94,48.81,0,ORANGE
1853,0.27,56.1,17.02,0,VERT
1854,3.19,4.01,3.43,0,VERT
1855,32.6,40.45,34.96,0,ORANGE
1856,19.93,33.34,23.95,0,VERT
1857,99.87,4.31,71.2,1,ROUGE
1858,10.1,55.04,23.58,0,VERT
1859,1.4,1.02,1.28,0,VERT
1860,1.13,6.12,2.63,0,VERT
1861,8.94,2.22,6.92,0,VERT
1862,4.6,0.15,3.26,0,VERT
1863,1.66,36.39,12.08,0,VERT
1864,99.57,39.26,81.48,1,ROUGE
1865,1.2,40.92,13.12,0,VERT
1866,5.43,63.38,22.82,0,VERT
1867,44.35,27.46,39.28,0,ORANGE
1868,8.43,2.63,6.69,0,VERT
1869,7.13,52.47,20.73,0,VERT
1870,3.96,79.9,26.74,0,VERT
1871,9.42,37.15,17.74,0,VERT
1872,0.06,78.87,23.7,0,VERT
1873,97.24,53.59,84.14,1,ROUGE
1874,39.46,30.42,36.75,0,ORANGE
1875,0.01,18.39,5.52,0,VERT
1876,48.68,6.4,36.0,0,ORANGE
1877,64.65,77.47,68.5,0,ORANGE
1878,82.12,26.93,65.56,1,ORANGE
1879,21.45,60.01,33.02,0,ORANGE
1880,0.32,22.21,6.89,0,VERT
1881,4.87,31.21,12.77,0,VERT
1882,45.99,52.08,47.82,1,ORANGE
1883,93.65,36.67,76.56,1,ROUGE
1884,11.17,17.57,13.09,0,VERT
1885,11.37,24.26,15.24,0,VERT
1886,13.18,3.54,10.29,0,VERT
1887,2.7,1.27,2.27,0,VERT
1888,13.33,25.1,16.86,0,VERT
1889,99.48,31.63,79.12,1,ROUGE
1890,0.66,61.09,18.79,0,VERT
1891,99.95,0.77,70.2,1,ROUGE
1892,3.72,5.55,4.27,0,VERT
1893,0.57,1.91,0.97,0,VERT
1894,99.86,13.72,74.02,1,ROUGE
1895,0.14,6.17,1.95,0,VERT
1896,9.88,42.33,19.61,0,VERT
1897,1.76,2.85,2.09,0,VERT
1898,0.95,34.15,10.91,0,VERT
1899,10.46,26.86,15.38,0,VERT
1900,9.49,58.08,24.07,0,VERT
1901,0.39,23.6,7.35,0,VERT
1902,2.59,0.09,1.84,0,VERT
1903,0.04,0.39,0.14,0,VERT
1904,27.84,40.6,31.67,0,ORANGE
1905,2.33,0.57,1.8,0,VERT
1906,5.24,6.93,5.75,0,VERT
1907,99.66,50.75,84.99,1,ROUGE
1908,17.86,34.69,22.91,0,VERT
1909,5.65,28.2,12.42,0,VERT
1910,2.08,37.28,12.64,0,VERT
1911,1.39,34.29,11.26,0,VERT
1912,1.44,27.48,9.25,0,VERT
1913,1.42,37.55,12.26,0,VERT
1914,3.95,36.98,13.86,0,VERT
1915,99.77,0.7,70.05,1,ROUGE
1916,86.8,50.01,75.76,1,ROUGE
1917,0.74,9.11,3.25,0,VERT
1918,4.88,1.52,3.87,0,VERT
1919,59.91,26.42,49.86,0,ORANGE
1920,0.05,41.51,12.49,0,VERT
1921,83.46,28.95,67.11,0,ORANGE
1922,0.12,41.74,12.61,0,VERT
1923,99.92,23.62,77.03,1,ROUGE
1924,2.47,26.84,9.78,0,VERT
1925,99.85,17.01,75.0,1,ROUGE
1926,99.98,34.79,80.42,1,ROUGE
1927,92.8,6.77,66.99,0,ORANGE
1928,3.98,4.68,4.19,0,VERT
1929,7.62,40.09,17.36,0,VERT
1930,99.91,97.27,99.12,1,ROUGE
1931,5.83,1.41,4.5,0,VERT
1932,4.29,26.22,10.87,0,VERT
1933,99.96,20.58,76.15,1,ROUGE
1934,26.03,39.23,29.99,0,VERT
1935,0.69,50.43,15.61,0,VERT
1936,98.51,30.57,78.13,1,ROUGE
1937,5.15,46.72,17.62,0,VERT
1938,0.1,39.42,11.9,0,VERT
1939,1.93,21.4,7.77,0,VERT
1940,4.04,7.66,5.13,0,VERT
1941,5.29,1.42,4.13,0,VERT
1942,32.03,66.74,42.44,0,ORANGE
1943,3.36,59.42,20.18,0,VERT
1944,0.49,23.82,7.49,0,VERT
1945,7.15,1.74,5.53,0,VERT
1946,97.76,40.58,80.61,0,ROUGE
1947,99.99,30.88,79.26,1,ROUGE
1948,88.48,98.51,91.49,0,ROUGE
1949,2.52,2.39,2.48,0,VERT
1950,3.18,44.76,15.65,0,VERT
1951,0.62,26.73,8.45,0,VERT
1952,99.95,65.73,89.68,1,ROUGE
1953,1.09,27.31,8.96,0,VERT
1954,1.37,7.56,3.23,0,VERT
1955,45.2,28.45,40.17,0,ORANGE
1956,3.95,33.3,12.75,0,VERT
1957,57.76,1.24,40.8,0,ORANGE
1958,2.33,3.21,2.59,0,VERT
1959,0.2,78.89,23.81,0,VERT
1960,0.83,63.63,19.67,0,VERT
1961,0.06,3.58,1.12,0,VERT
1962,99.91,46.1,83.77,1,ROUGE
1963,99.43,76.58,92.57,1,ROUGE
1964,24.7,39.96,29.28,0,VERT
1965,99.98,50.72,85.2,1,ROUGE
1966,54.43,40.76,50.33,1,ORANGE
1967,0.69,51.28,15.87,0,VERT
1968,99.88,19.01,75.62,1,ROUGE
1969,4.39,3.4,4.09,0,VERT
1970,13.41,3.51,10.44,0,VERT
1971,2.56,7.03,3.9,0,VERT
1972,3.24,2.38,2.98,0,VERT
1973,4.0,13.17,6.75,0,VERT
1974,0.62,4.71,1.85,0,VERT
1975,2.1,2.27,2.15,0,VERT
1976,2.14,31.44,10.93,0,VERT
1977,0.3,36.36,11.12,0,VERT
1978,93.98,42.84,78.64,1,ROUGE
1979,93.45,11.43,68.84,1,ORANGE
1980,78.35,66.32,74.74,0,ROUGE
1981,5.76,37.1,15.16,0,VERT
1982,96.48,4.08,68.76,0,ORANGE
1983,29.06,29.11,29.07,0,VERT
1984,7.64,4.13,6.59,0,VERT
1985,1.02,34.65,11.11,0,VERT
1986,25.32,21.44,24.16,0,VERT
1987,99.96,35.67,80.67,1,ROUGE
1988,4.88,1.63,3.91,0,VERT
1989,2.64,3.89,3.01,0,VERT
1990,99.52,67.01,89.77,1,ROUGE
1991,92.85,94.28,93.28,1,ROUGE
1992,1.54,2.96,1.97,0,VERT
1993,0.03,3.51,1.07,0,VERT
1994,29.23,0.0,20.46,0,VERT
1995,0.08,51.12,15.39,0,VERT
1996,0.98,49.86,15.64,0,VERT
1997,2.7,31.16,11.24,0,VERT
1998,79.52,70.05,76.68,0,ROUGE
1999,49.47,21.52,41.09,1,ORANGE
2000,0.71,51.12,15.83,0,VERT
2001,2.2,29.75,10.47,0,VERT
2002,0.1,43.73,13.19,0,VERT
2003,47.49,51.99,48.84,1,ORANGE
2004,1.26,18.71,6.5,0,VERT
2005,1.46,36.4,11.94,0,VERT
2006,99.53,81.1,94.0,1,ROUGE
2007,0.08,43.94,13.24,0,VERT
2008,0.33,0.79,0.47,0,VERT
2009,3.42,26.46,10.33,0,VERT
2010,1.02,13.82,4.86,0,VERT
2011,23.35,9.49,19.19,0,VERT
2012,0.78,25.82,8.29,0,VERT
2013,4.09,33.02,12.77,0,VERT
2014,10.6,43.58,20.49,0,VERT
2015,11.63,5.24,9.71,0,VERT
2016,16.2,1.0,11.64,0,VERT
2017,73.99,88.75,78.42,0,ROUGE
2018,99.92,39.59,81.82,1,ROUGE
2019,71.81,9.78,53.2,1,ORANGE
2020,99.01,2.48,70.05,1,ROUGE
2021,1.13,5.71,2.5,0,VERT
2022,6.74,10.41,7.84,0,VERT
2023,1.66,3.43,2.19,0,VERT
2024,1.17,8.84,3.47,0,VERT
2025,0.35,4.66,1.64,0,VERT
2026,1.2,0.58,1.01,0,VERT
2027,11.86,1.8,8.84,0,VERT
2028,33.1,22.89,30.04,1,ORANGE
2029,99.71,50.85,85.05,1,ROUGE
2030,88.75,12.58,65.9,1,ORANGE
2031,12.28,22.67,15.4,0,VERT
2032,3.4,0.62,2.57,0,VERT
2033,7.08,0.0,4.96,0,VERT
2034,9.84,27.45,15.12,0,VERT
2035,9.49,17.98,12.04,0,VERT
2036,0.34,6.36,2.15,0,VERT
2037,99.63,49.86,84.7,1,ROUGE
2038,5.34,17.91,9.11,0,VERT
2039,0.62,66.98,20.53,0,VERT
2040,2.26,51.95,17.17,0,VERT
2041,2.87,49.36,16.82,0,VERT
2042,1.52,15.01,5.57,0,VERT
2043,3.14,24.0,9.4,0,VERT
2044,99.98,52.24,85.66,1,ROUGE
2045,99.32,1.7,70.03,1,ROUGE
2046,99.6,25.68,77.42,1,ROUGE
2047,5.28,48.41,18.22,0,VERT
2048,4.91,59.29,21.22,0,VERT
2049,0.37,70.2,21.32,0,VERT
2050,4.02,16.05,7.63,0,VERT
2051,37.81,15.48,31.11,0,ORANGE
2052,8.13,44.86,19.15,0,VERT
2053,1.22,38.55,12.42,0,VERT
2054,97.95,34.58,78.94,0,ROUGE
2055,9.0,24.04,13.51,0,VERT
2056,1.69,34.26,11.46,0,VERT
2057,0.57,63.5,19.45,0,VERT
2058,99.79,4.57,71.22,1,ROUGE
2059,1.87,10.65,4.5,0,VERT
2060,0.35,12.16,3.89,0,VERT
2061,99.82,34.03,80.08,1,ROUGE
2062,0.49,7.8,2.68,0,VERT
2063,16.97,21.01,18.18,0,VERT
2064,0.91,50.87,15.9,0,VERT
2065,1.87,19.67,7.21,0,VERT
2066,99.89,1.38,70.34,1,ROUGE
2067,99.92,99.7,99.85,1,ROUGE
2068,1.86,25.39,8.92,0,VERT
2069,99.97,1.8,70.52,1,ROUGE
2070,1.27,50.63,16.08,0,VERT
2071,0.88,55.4,17.24,0,VERT
2072,4.32,50.21,18.09,0,VERT
2073,5.29,4.44,5.03,0,VERT
2074,99.87,41.51,82.36,1,ROUGE
2075,36.81,4.4,27.09,0,VERT
2076,99.44,56.46,86.55,1,ROUGE
2077,0.47,46.42,14.25,0,VERT
2078,2.3,51.9,17.18,0,VERT
2079,1.04,18.19,6.19,0,VERT
2080,0.19,36.63,11.12,0,VERT
2081,0.0,31.2,9.36,0,VERT
2082,5.79,26.89,12.12,0,VERT
2083,21.81,52.04,30.88,0,ORANGE
2084,99.92,4.19,71.2,1,ROUGE
2085,4.1,4.32,4.17,0,VERT
2086,9.27,1.16,6.84,0,VERT
2087,2.23,6.21,3.42,0,VERT
2088,73.07,51.03,66.46,0,ORANGE
2089,0.52,64.01,19.57,0,VERT
2090,37.81,0.67,26.67,0,VERT
2091,4.02,18.74,8.43,0,VERT
2092,3.82,57.81,20.02,0,VERT
2093,0.22,58.04,17.56,0,VERT
2094,1.27,35.29,11.48,0,VERT
2095,19.89,31.61,23.41,0,VERT
2096,10.71,39.8,19.44,0,VERT
2097,45.48,3.06,32.75,0,ORANGE
2098,1.56,0.68,1.3,0,VERT
2099,0.75,0.67,0.72,0,VERT
2100,1.04,12.24,4.4,0,VERT
2101,0.07,27.86,8.41,0,VERT
2102,0.75,39.12,12.26,0,VERT
2103,1.97,2.74,2.2,0,VERT
2104,8.8,18.55,11.72,0,VERT
2105,6.03,10.96,7.51,0,VERT
2106,30.85,25.7,29.31,0,VERT
2107,2.19,28.72,10.15,0,VERT
2108,13.92,32.66,19.54,0,VERT
2109,29.33,53.97,36.72,0,ORANGE
2110,5.01,1.71,4.02,0,VERT
2111,55.67,10.05,41.98,1,ORANGE
2112,49.0,5.95,36.09,0,ORANGE
2113,86.85,30.79,70.03,1,ROUGE
2114,4.09,28.32,11.36,0,VERT
2115,0.93,11.11,3.98,0,VERT
2116,99.78,10.01,72.85,1,ROUGE
2117,96.57,29.56,76.47,1,ROUGE
2118,1.21,56.08,17.67,0,VERT
2119,2.6,11.65,5.31,0,VERT
2120,2.37,11.97,5.25,0,VERT
2121,4.33,2.67,3.83,0,VERT
2122,99.79,28.3,78.34,1,ROUGE
2123,99.81,26.03,77.68,0,ROUGE
2124,6.76,1.16,5.08,0,VERT
2125,0.96,3.17,1.62,0,VERT
2126,7.25,4.38,6.39,0,VERT
2127,81.91,11.73,60.85,1,ORANGE
2128,29.17,18.68,26.02,0,VERT
2129,2.97,11.37,5.49,0,VERT
2130,0.5,42.17,13.0,0,VERT
2131,6.39,65.86,24.23,0,VERT
2132,28.76,4.01,21.33,0,VERT
2133,0.87,3.33,1.61,0,VERT
2134,0.23,11.73,3.68,0,VERT
2135,99.95,3.7,71.07,1,ROUGE
2136,0.54,43.41,13.4,0,VERT
2137,10.86,0.41,7.73,0,VERT
2138,0.76,8.04,2.94,0,VERT
2139,36.87,9.66,28.71,0,VERT
2140,10.31,41.51,19.67,0,VERT
2141,0.63,1.33,0.84,0,VERT
2142,45.93,51.77,47.68,0,ORANGE
2143,2.22,36.27,12.44,0,VERT
2144,72.2,45.93,64.32,1,ORANGE
2145,5.51,26.92,11.93,0,VERT
2146,1.4,26.9,9.05,0,VERT
2147,9.93,0.06,6.97,0,VERT
2148,7.88,49.47,20.36,0,VERT
2149,0.47,39.52,12.19,0,VERT
2150,5.17,34.16,13.87,0,VERT
2151,99.91,1.21,70.3,1,ROUGE
2152,97.37,2.24,68.83,1,ORANGE
2153,99.97,91.1,97.31,1,ROUGE
2154,4.2,60.3,21.03,0,VERT
2155,43.08,2.0,30.76,0,ORANGE
2156,4.52,53.4,19.18,0,VERT
2157,99.79,19.28,75.64,1,ROUGE
2158,6.1,27.92,12.65,0,VERT
2159,23.65,16.97,21.65,0,VERT
2160,0.3,46.22,14.08,0,VERT
2161,2.41,25.74,9.41,0,VERT
2162,99.33,34.37,79.84,1,ROUGE
2163,0.62,35.61,11.12,0,VERT
2164,53.84,13.73,41.81,0,ORANGE
2165,0.94,3.76,1.79,0,VERT
2166,3.39,1.91,2.95,0,VERT
2167,99.87,99.88,99.87,1,ROUGE
2168,45.94,33.89,42.32,0,ORANGE
2169,2.9,21.31,8.42,0,VERT
2170,70.53,24.83,56.82,0,ORANGE
2171,0.2,30.81,9.38,0,VERT
2172,99.75,11.14,73.17,1,ROUGE
2173,2.78,36.56,12.91,0,VERT
2174,2.61,13.05,5.74,0,VERT
2175,1.76,43.61,14.31,0,VERT
2176,0.6,44.72,13.83,0,VERT
2177,0.44,16.77,5.34,0,VERT
2178,0.23,67.18,20.31,0,VERT
2179,1.98,1.37,1.8,0,VERT
2180,1.78,10.03,4.26,0,VERT
2181,0.26,4.24,1.45,0,VERT
2182,3.59,8.81,5.16,0,VERT
2183,0.07,13.2,4.01,0,VERT
2184,1.01,72.82,22.55,0,VERT
2185,0.19,4.82,1.58,0,VERT
2186,97.69,72.82,90.23,0,ROUGE
2187,0.62,50.31,15.53,0,VERT
2188,16.37,9.23,14.23,0,VERT
2189,1.89,7.83,3.67,0,VERT
2190,34.98,45.08,38.01,0,ORANGE
2191,4.23,50.68,18.17,0,VERT
2192,0.57,34.37,10.71,0,VERT
2193,0.42,4.31,1.59,0,VERT
2194,99.83,2.04,70.49,1,ROUGE
2195,0.06,19.4,5.86,0,VERT
2196,99.92,20.29,76.03,1,ROUGE
2197,99.72,23.47,76.85,0,ROUGE
2198,99.81,99.73,99.79,1,ROUGE
2199,99.81,14.23,74.13,1,ROUGE
2200,21.59,39.82,27.06,0,VERT
2201,11.06,91.87,35.3,0,ORANGE
2202,2.05,26.51,9.39,0,VERT
2203,99.82,19.62,75.76,1,ROUGE
2204,48.74,16.15,38.96,1,ORANGE
2205,75.83,7.08,55.21,0,ORANGE
2206,1.31,57.94,18.3,0,VERT
2207,73.46,5.96,53.21,1,ORANGE
2208,1.89,36.24,12.2,0,VERT
2209,1.31,36.56,11.89,0,VERT
2210,12.1,38.77,20.1,0,VERT
2211,79.63,5.45,57.38,1,ORANGE
2212,58.75,15.0,45.62,1,ORANGE
2213,96.26,38.63,78.97,1,ROUGE
2214,76.29,56.76,70.43,0,ROUGE
2215,10.65,10.85,10.71,0,VERT
2216,10.82,10.05,10.59,0,VERT
2217,1.72,1.49,1.65,0,VERT
2218,22.86,1.69,16.51,0,VERT
2219,9.25,0.54,6.64,0,VERT
2220,0.19,3.88,1.3,0,VERT
2221,1.56,26.47,9.03,0,VERT
2222,48.86,28.58,42.78,0,ORANGE
2223,9.61,4.88,8.19,0,VERT
2224,0.18,4.2,1.39,0,VERT
2225,0.05,2.77,0.87,0,VERT
2226,1.6,7.2,3.28,0,VERT
2227,0.14,38.42,11.63,0,VERT
2228,0.13,3.01,0.99,0,VERT
2229,0.09,16.92,5.14,0,VERT
2230,0.24,59.28,17.95,0,VERT
2231,39.48,58.82,45.28,1,ORANGE
2232,4.61,25.86,10.99,0,VERT
2233,98.36,74.34,91.15,1,ROUGE
2234,22.02,26.33,23.31,0,VERT
2235,4.07,28.91,11.52,0,VERT
2236,0.76,4.17,1.78,0,VERT
2237,0.85,15.86,5.35,0,VERT
2238,0.6,31.45,9.86,0,VERT
2239,99.88,26.42,77.84,1,ROUGE
2240,2.24,16.63,6.56,0,VERT
2241,0.11,4.48,1.42,0,VERT
2242,36.5,42.05,38.16,0,ORANGE
2243,0.48,36.77,11.37,0,VERT
2244,1.6,39.53,12.98,0,VERT
2245,5.53,50.71,19.08,0,VERT
2246,5.55,42.12,16.52,0,VERT
2247,0.08,1.82,0.6,0,VERT
2248,9.15,22.57,13.18,0,VERT
2249,25.88,3.91,19.29,0,VERT
2250,99.91,99.75,99.86,1,ROUGE
2251,0.33,18.86,5.89,0,VERT
2252,51.6,5.37,37.73,1,ORANGE
2253,9.99,50.06,22.01,0,VERT
2254,0.32,92.2,27.88,0,VERT
2255,4.29,1.11,3.33,0,VERT
2256,1.88,1.92,1.89,0,VERT
2257,36.71,21.33,32.1,1,ORANGE
2258,0.44,1.78,0.84,0,VERT
2259,5.01,0.56,3.67,0,VERT
2260,50.68,12.84,39.33,0,ORANGE
2261,35.73,33.9,35.18,0,ORANGE
2262,0.78,3.61,1.63,0,VERT
2263,11.06,18.45,13.28,0,VERT
2264,48.67,25.9,41.84,0,ORANGE
2265,3.42,28.7,11.0,0,VERT
2266,5.48,19.79,9.77,0,VERT
2267,8.15,8.09,8.13,0,VERT
2268,6.48,22.72,11.35,0,VERT
2269,5.6,4.09,5.15,0,VERT
2270,4.44,24.5,10.46,0,VERT
2271,30.58,32.68,31.21,0,ORANGE
2272,0.05,3.59,1.11,0,VERT
2273,99.97,39.99,81.98,1,ROUGE
2274,62.13,3.08,44.41,0,ORANGE
2275,3.52,3.91,3.64,0,VERT
2276,99.94,4.03,71.17,1,ROUGE
2277,5.63,23.05,10.85,0,VERT
2278,10.85,20.37,13.71,0,VERT
2279,0.62,0.09,0.46,0,VERT
2280,0.43,16.65,5.3,0,VERT
2281,76.97,44.1,67.11,0,ORANGE
2282,3.88,16.96,7.8,0,VERT
2283,1.07,3.11,1.68,0,VERT
2284,0.16,21.8,6.65,0,VERT
2285,3.2,35.47,12.88,0,VERT
2286,99.5,2.19,70.31,1,ROUGE
2287,84.77,10.71,62.55,1,ORANGE
2288,9.28,0.07,6.52,0,VERT
2289,0.05,1.26,0.41,0,VERT
2290,99.91,32.11,79.57,1,ROUGE
2291,9.23,14.48,10.81,0,VERT
2292,0.91,1.11,0.97,0,VERT
2293,77.32,68.99,74.82,0,ROUGE
2294,0.02,0.71,0.23,0,VERT
2295,93.4,1.85,65.94,0,ORANGE
2296,1.89,1.32,1.72,0,VERT
2297,0.07,42.54,12.81,0,VERT
2298,99.93,37.71,81.26,1,ROUGE
2299,2.92,50.24,17.12,0,VERT
2300,90.21,41.26,75.53,0,ROUGE
2301,2.03,40.86,13.68,0,VERT
2302,0.16,51.27,15.49,0,VERT
2303,99.1,33.14,79.31,1,ROUGE
2304,70.5,36.71,60.36,0,ORANGE
2305,1.05,66.67,20.74,0,VERT
2306,0.2,1.82,0.69,0,VERT
2307,4.69,5.88,5.05,0,VERT
2308,0.56,60.89,18.66,0,VERT
2309,7.1,25.12,12.51,0,VERT
2310,3.41,7.43,4.62,0,VERT
2311,10.09,3.61,8.15,0,VERT
2312,96.67,38.05,79.08,1,ROUGE
2313,0.14,32.43,9.83,0,VERT
2314,99.59,77.79,93.05,1,ROUGE
2315,86.6,34.63,71.01,1,ROUGE
2316,1.54,39.11,12.81,0,VERT
2317,99.56,41.68,82.19,1,ROUGE
2318,5.34,85.56,29.41,0,VERT
2319,7.85,3.24,6.47,0,VERT
2320,78.04,40.95,66.91,0,ORANGE
2321,3.45,86.96,28.5,0,VERT
2322,11.32,29.8,16.86,0,VERT
2323,1.95,1.98,1.96,0,VERT
2324,3.48,28.49,10.98,0,VERT
2325,10.82,25.29,15.16,0,VERT
2326,3.68,35.4,13.2,0,VERT
2327,1.09,5.91,2.54,0,VERT
2328,0.03,4.6,1.4,0,VERT
2329,86.96,50.26,75.95,1,ROUGE
2330,1.5,3.11,1.98,0,VERT
2331,98.57,37.02,80.11,1,ROUGE
2332,97.77,41.64,80.93,1,ROUGE
2333,18.04,38.52,24.18,0,VERT
2334,1.89,25.16,8.87,0,VERT
2335,24.04,0.35,16.93,0,VERT
2336,12.21,15.94,13.33,0,VERT
2337,99.93,99.76,99.88,1,ROUGE
2338,99.73,84.48,95.15,1,ROUGE
2339,1.65,58.67,18.76,0,VERT
2340,0.01,0.47,0.15,0,VERT
2341,0.78,39.28,12.33,0,VERT
2342,1.17,3.64,1.91,0,VERT
2343,79.87,35.57,66.58,1,ORANGE
2344,12.5,2.65,9.55,0,VERT
2345,3.04,34.37,12.44,0,VERT
2346,0.08,14.4,4.38,0,VERT
2347,96.82,34.34,78.08,1,ROUGE
2348,14.4,32.85,19.94,0,VERT
2349,0.42,23.44,7.33,0,VERT
2350,99.73,0.66,70.01,1,ROUGE
2351,0.44,7.32,2.5,0,VERT
2352,3.91,24.58,10.11,0,VERT
2353,99.73,23.97,77.0,1,ROUGE
2354,0.72,0.77,0.74,0,VERT
2355,13.6,51.25,24.9,0,VERT
2356,15.65,46.75,24.98,0,VERT
2357,0.31,45.3,13.81,0,VERT
2358,0.13,0.98,0.38,0,VERT
2359,1.41,41.06,13.3,0,VERT
2360,1.06,0.14,0.78,0,VERT
2361,2.53,4.85,3.23,0,VERT
2362,0.01,2.22,0.67,0,VERT
2363,1.33,7.98,3.32,0,VERT
2364,99.83,21.58,76.35,1,ROUGE
2365,0.57,7.31,2.59,0,VERT
2366,78.62,0.31,55.13,1,ORANGE
2367,0.14,0.47,0.24,0,VERT
2368,39.25,6.39,29.39,1,VERT
2369,99.89,67.86,90.28,1,ROUGE
2370,6.99,65.43,24.52,0,VERT
2371,0.55,22.79,7.22,0,VERT
2372,0.86,18.56,6.17,0,VERT
2373,0.53,1.84,0.92,0,VERT
2374,2.07,50.28,16.53,0,VERT
2375,0.44,24.12,7.54,0,VERT
2376,0.28,52.97,16.09,0,VERT
2377,20.36,1.23,14.62,0,VERT
2378,99.98,61.98,88.58,1,ROUGE
2379,0.66,24.69,7.87,0,VERT
2380,34.05,24.81,31.28,0,ORANGE
2381,4.19,21.34,9.33,0,VERT
2382,99.43,28.36,78.11,1,ROUGE
2383,15.5,26.01,18.65,0,VERT
2384,0.2,6.26,2.02,0,VERT
2385,99.89,0.0,69.92,1,ORANGE
2386,99.74,24.4,77.14,1,ROUGE
2387,9.66,49.8,21.7,0,VERT
2388,3.2,32.62,12.02,0,VERT
2389,99.92,69.25,90.72,1,ROUGE
2390,0.27,51.93,15.77,0,VERT
2391,99.97,50.14,85.02,1,ROUGE
2392,38.62,47.13,41.17,0,ORANGE
2393,99.82,33.52,79.93,1,ROUGE
2394,0.24,49.86,15.13,0,VERT
2395,0.48,75.51,22.99,0,VERT
2396,1.23,6.04,2.67,0,VERT
2397,5.61,7.15,6.07,0,VERT
2398,11.48,23.33,15.04,0,VERT
2399,2.53,19.22,7.54,0,VERT
2400,11.14,50.07,22.82,0,VERT
2401,11.49,74.68,30.45,0,ORANGE
2402,0.13,50.12,15.13,0,VERT
2403,99.15,43.98,82.6,1,ROUGE
2404,3.69,35.46,13.22,0,VERT
2405,79.38,0.0,55.57,1,ORANGE
2406,36.41,3.1,26.42,0,VERT
2407,1.15,14.68,5.21,0,VERT
2408,0.54,50.35,15.48,0,VERT
2409,87.41,35.8,71.93,1,ROUGE
2410,3.2,23.16,9.19,0,VERT
2411,70.41,39.66,61.19,0,ORANGE
2412,99.3,5.78,71.24,1,ROUGE
2413,0.22,9.75,3.08,0,VERT
2414,23.18,20.29,22.31,0,VERT
2415,99.96,40.23,82.04,1,ROUGE
2416,26.05,99.83,48.18,0,ORANGE
2417,4.09,3.83,4.01,0,VERT
2418,7.12,29.82,13.93,0,VERT
2419,1.58,6.23,2.98,0,VERT
2420,4.01,13.8,6.95,0,VERT
2421,2.99,33.72,12.21,0,VERT
2422,0.44,1.59,0.78,0,VERT
2423,7.74,11.39,8.83,0,VERT
2424,12.92,17.31,14.24,0,VERT
2425,59.77,36.49,52.79,0,ORANGE
2426,6.12,8.43,6.81,0,VERT
2427,60.92,1.9,43.22,0,ORANGE
2428,2.12,34.06,11.7,0,VERT
2429,0.37,31.23,9.63,0,VERT
2430,15.91,68.61,31.72,0,ORANGE
2431,8.41,51.51,21.34,0,VERT
2432,0.51,75.31,22.95,0,VERT
2433,99.54,29.33,78.48,1,ROUGE
2434,0.68,26.71,8.49,0,VERT
2435,0.7,66.68,20.49,0,VERT
2436,1.27,4.8,2.33,0,VERT
2437,6.31,13.4,8.44,0,VERT
2438,1.82,1.2,1.63,0,VERT
2439,0.04,19.35,5.83,0,VERT
2440,32.12,13.34,26.49,0,VERT
2441,99.72,39.73,81.72,1,ROUGE
2442,3.09,4.22,3.43,0,VERT
2443,2.26,4.11,2.81,0,VERT
2444,7.07,1.32,5.34,0,VERT
2445,0.02,28.36,8.52,0,VERT
2446,0.29,5.75,1.93,0,VERT
2447,2.81,38.06,13.39,0,VERT
2448,98.93,17.92,74.63,1,ROUGE
2449,99.9,30.8,79.17,1,ROUGE
2450,5.46,7.52,6.08,0,VERT
2451,0.45,17.43,5.54,0,VERT
2452,95.52,21.78,73.4,1,ROUGE
2453,3.41,25.4,10.01,0,VERT
2454,18.24,1.35,13.17,0,VERT
2455,0.69,50.79,15.72,0,VERT
2456,3.42,11.07,5.71,0,VERT
2457,0.36,29.5,9.1,0,VERT
2458,17.43,26.46,20.14,0,VERT
2459,23.47,23.98,23.62,0,VERT
2460,99.82,46.98,83.97,1,ROUGE
2461,1.71,49.81,16.14,0,VERT
2462,3.65,15.08,7.08,0,VERT
2463,0.07,4.42,1.37,0,VERT
2464,0.05,99.72,29.95,0,VERT
2465,7.08,99.93,34.93,0,ORANGE
2466,0.83,30.98,9.88,0,VERT
2467,1.23,0.67,1.06,0,VERT
2468,1.77,26.05,9.06,0,VERT
2469,4.92,23.13,10.38,0,VERT
2470,0.11,66.83,20.13,0,VERT
2471,10.97,67.88,28.04,0,VERT
2472,2.88,4.9,3.49,0,VERT
2473,1.4,3.37,1.99,0,VERT
2474,3.78,4.1,3.88,0,VERT
2475,99.98,25.18,77.54,1,ROUGE
2476,0.72,32.05,10.12,0,VERT
2477,99.48,30.52,78.79,1,ROUGE
2478,0.61,16.8,5.47,0,VERT
2479,1.47,10.61,4.21,0,VERT
2480,7.41,38.66,16.78,0,VERT
