client_id,label_risque,prob_defaut,score_solvabilite,classe_risque,alerte,prob_xgb,prob_lgb,gnn_risk_score,score_anomalie,tendance_m3
4887,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9962000000000001,0.4423522550022756,-0.4588
4888,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9995,1.0,0.2908,0.4516129084365854,-0.4588
4889,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.008989638487547025,-0.4588
4890,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.011494030949670615,-0.4588
4891,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0055000000000000005,0.2910871982687619,-0.4588
4892,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9354,0.626288225451834,-0.4588
4893,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0418,0.1857337895249095,-0.4588
4894,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0256,0.11164141731566922,-0.4588
4895,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1895,0.17847892335756432,-0.4588
4896,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1084,0.08020806163133301,-0.4588
4897,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9963,0.4278115652033742,-0.4588
4898,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9991,0.49082343385121097,-0.4588
4899,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0747,0.07922604784207221,-0.4588
4900,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.06066582368114637,-0.4588
4901,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0098,0.062017511756456006,-0.4588
4902,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2602,0.16320832968236554,-0.4588
4903,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0073,0.011862442016995805,-0.4588
4904,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.06976672424588223,-0.4588
4905,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0011,0.23543238453195037,-0.4588
4906,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.6115999999999999,0.7380138366980336,-0.4588
4907,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6556000000000001,0.22706919065969675,-0.4588
4908,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9979,0.42890279535905323,-0.4588
4909,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0632,0.39209108083758315,-0.4588
4910,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004699999999999999,0.14327645315606674,-0.4588
4911,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.2898,0.6388125067272192,-0.4588
4912,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.067,0.07146038759871655,-0.4588
4913,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9992,0.7147449688082965,-0.4588
4914,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9948999999999999,0.4644934030254484,-0.4588
4915,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.008100000000000001,0.0702289253490898,-0.4588
4916,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.109,0.20307262291435912,-0.4588
4917,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.21845313699776253,-0.4588
4918,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.07113121060039868,-0.4588
4919,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9998,0.47237685015664577,-0.4588
4920,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.025699999999999997,0.0305314215058532,-0.4588
4921,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0025,0.15331780056539626,-0.4588
4922,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.003,0.061086945661567894,-0.4588
4923,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.015,0.04284322392972318,-0.4588
4924,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.4807,0.4043767725937791,-0.4588
4925,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0349,0.37341347968015115,-0.4588
4926,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.054400000000000004,0.04904245181141569,-0.4588
4927,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.024900000000000002,0.29393091927335924,-0.4588
4928,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0068000000000000005,0.08133561855415346,-0.4588
4929,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1441,0.04781288680445267,-0.4588
4930,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0009,0.08968989406059957,-0.4588
4931,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.314,0.14417670345389955,-0.4588
4932,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9975,0.6523087529031455,-0.4588
4933,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.053200000000000004,0.09378244834272266,-0.4588
4934,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.4678,0.1838457622009299,-0.4588
4935,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.061799999999999994,0.3273574136930361,-0.4588
4936,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0033,0.18692902486072727,-0.4588
4937,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.10550000000000001,0.3732764720055551,-0.4588
4938,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0159,0.13735882602219923,-0.4588
4939,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0043,0.020755794900209054,-0.4588
4940,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9889,0.6868485782122714,-0.4588
4941,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9991,0.43923745906327966,-0.4588
4942,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0441,0.006028552228103163,-0.4588
4943,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.956,0.5167810250944315,-0.4588
4944,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.015700000000000002,0.16968763647356314,-0.4588
4945,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.7391,0.46223837716292293,-0.4588
4946,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.3493,0.12692069436303668,-0.4588
4947,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.7569,0.4642930152467239,-0.4588
4948,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.008199999999999999,0.03737540780952407,-0.4588
4949,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.7056,0.43251452701577325,-0.4588
4950,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.016200000000000003,0.01368645883255719,-0.4588
4951,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.06,0.14849254373425722,-0.4588
4952,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.114,0.013679319567151977,-0.4588
4953,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7785,0.04130402146288965,-0.4588
4954,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8675,0.5700638222299276,-0.4588
4955,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.059500000000000004,0.02242607590946212,-0.4588
4956,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.03631674319102004,-0.4588
4957,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9995,1.0,0.19699999999999998,0.5242916146660673,-0.4588
4958,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7947,0.02566861767340049,-0.4588
4959,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7857,0.041264321119753304,-0.4588
4960,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0046,0.18598367748675732,-0.4588
4961,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004699999999999999,0.024289254428950576,-0.4588
4962,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.33020000000000005,0.5024956312245514,-0.4588
4963,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0584,0.0313264624730892,-0.4588
4964,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.024399999999999998,0.17652570233983114,-0.4588
4965,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9994,0.44024992758941717,-0.4588
4966,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.031400000000000004,0.1288528946486299,-0.4588
4967,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0901,0.07430721041893715,-0.4588
4968,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0898,0.023094441279692107,-0.4588
4969,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6023,0.2539810321900563,-0.4588
4970,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0026,0.2590122197129966,-0.4588
4971,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9616,0.549516554385777,-0.4588
4972,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0077,0.01546454500964305,-0.4588
4973,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6535,0.0863291266908447,-0.4588
4974,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0106,0.03856046910246949,-0.4588
4975,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0506,0.0003673858754808664,-0.4588
4976,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.005,0.1750510860853723,-0.4588
4977,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0001,0.03351298354484458,-0.4588
4978,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.051100000000000007,0.08654763269344948,-0.4588
4979,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0642,0.005659182455014687,-0.4588
4980,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7947,0.05409827458050618,-0.4588
4981,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0007000000000000001,0.1395803351558599,-0.4588
4982,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6156,0.0011851443732623294,-0.4588
4983,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.042800000000000005,0.08992563454110968,-0.4588
4984,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.008100000000000001,0.10872589178126546,-0.4588
4985,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9995,0.4066464929501417,-0.4588
4986,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0171,0.00847653766468391,-0.4588
4987,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.6456999999999999,0.4166314011304791,-0.4588
4988,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0054,0.05753001819557497,-0.4588
4989,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8675,0.4047051834353916,-0.4588
4990,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.45380000000000004,0.03483664841347387,-0.4588
4991,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.45049999999999996,0.0981049910621403,-0.4588
4992,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0929,0.06406863819122038,-0.4588
4993,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0078000000000000005,0.0509208492869128,-0.4588
4994,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0149,0.21023139845333833,-0.4588
4995,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0642,0.06512219732607395,-0.4588
4996,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0525,0.028758415272037475,-0.4588
4997,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.052199999999999996,0.06565099613207977,-0.4588
4998,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0005,0.19834328500221415,-0.4588
4999,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0575,0.09181576311474007,-0.4588
5000,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0513,0.029614933604390947,-0.4588
5001,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1291,0.020205877688446883,-0.4588
5002,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0146,0.10966053007301754,-0.4588
5003,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0068000000000000005,0.12936835279543052,-0.4588
5004,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0163,0.026812461770912278,-0.4588
5005,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.023399999999999997,0.08642624506187516,-0.4588
5006,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0187,0.06844008569460627,-0.4588
5007,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9997,0.4131696516106052,-0.4588
5008,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0182,0.12399752285655953,-0.4588
5009,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.6263000000000001,0.0027866400272079693,-0.4588
5010,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0978,0.011852785063496532,-0.4588
5011,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.11470000000000001,0.0038991672194272557,-0.4588
5012,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.008100000000000001,0.029993454960137004,-0.4588
5013,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9906,0.45641571391323643,-0.4588
5014,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0766,0.16300686984090787,-0.4588
5015,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9906999999999999,0.45661386923530123,-0.4588
5016,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.025699999999999997,0.20586691174336563,-0.4588
5017,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.09671337783754823,-0.4588
5018,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.23829999999999998,0.009789512088504714,-0.4588
5019,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0069,0.3722356870081136,-0.4588
5020,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0077,0.36138058662335243,-0.4588
5021,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9973000000000001,0.417505547368711,-0.4588
5022,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0709,0.05139623240340054,-0.4588
5023,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.8533,0.050279626009749175,-0.4588
5024,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0076,0.16078146739641586,-0.4588
5025,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0723,0.10697447836976406,-0.4588
5026,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.014727714771443431,-0.4588
5027,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.6162,0.6523838247785522,-0.4588
5028,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.7143,0.4661526472022873,-0.4588
5029,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0373,0.0195310150387061,-0.4588
5030,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0009,0.09778900117423599,-0.4588
5031,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9998999999999999,0.4369779489986925,-0.4588
5032,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0003,0.022201290845270134,-0.4588
5033,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0974,0.04173074245203747,-0.4588
5034,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0274,0.06804751686970859,-0.4588
5035,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0248,0.005393570781859948,-0.4588
5036,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.08056772488533696,-0.4588
5037,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0546,0.31145480734880654,-0.4588
5038,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0341,0.1029143711416965,-0.4588
5039,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.061799999999999994,0.2773799192981271,-0.4588
5040,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0019,0.07157596252827919,-0.4588
5041,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.004,2.7758145342394818e-05,-0.4588
5042,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.075,0.10510231228661816,-0.4588
5043,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.07832791790598065,-0.4588
5044,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1838,0.4876359556399197,-0.4588
5045,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.014499999999999999,0.28755941157321835,-0.4588
5046,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0062,0.007087863425541625,-0.4588
5047,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.12300000000000001,0.11088394510624613,-0.4588
5048,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0008,0.055561222458000846,-0.4588
5049,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0032,0.0046784467268320635,-0.4588
5050,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0191,0.04392860051634822,-0.4588
5051,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0418,0.07882748208819293,-0.4588
5052,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.3821,0.01427188523777885,-0.4588
5053,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0212,0.03777197472724092,-0.4588
5054,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0113,0.08545963753529295,-0.4588
5055,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.023700000000000002,0.07050453714316361,-0.4588
5056,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0513,0.01271085423221919,-0.4588
5057,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.005,0.05410767148646868,-0.4588
5058,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0021,0.33104096784715104,-0.4588
5059,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.3566,0.12791267734611253,-0.4588
5060,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0006,0.09438328019528226,-0.4588
5061,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.3343,0.22125543873829287,-0.4588
5062,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0443,0.08394642201896171,-0.4588
5063,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,1.0,0.4102555218044888,-0.4588
5064,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.6023,0.42386002083263347,-0.4588
5065,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7062999999999999,0.2457873003046752,-0.4588
5066,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9993000000000001,0.45472472553715126,-0.4588
5067,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0151,0.3134151191587245,-0.4588
5068,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.009300000000000001,0.037310518661071365,-0.4588
5069,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0632,0.0019779940945329833,-0.4588
5070,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0604,0.07990370177255932,-0.4588
5071,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0366,0.0008472085992306714,-0.4588
5072,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8412000000000001,0.49347847902435227,-0.4588
5073,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0,0.015075310069504286,-0.4588
5074,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0233,0.04346733090637234,-0.4588
5075,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0273,0.06392161920308033,-0.4588
5076,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0017000000000000001,0.0262772945503946,-0.4588
5077,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0029,0.051679879705447906,-0.4588
5078,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0024,0.16862406840860306,-0.4588
5079,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0329,0.025394885645267897,-0.4588
5080,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.9632,0.12938706211610715,-0.4588
5081,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.7462000000000001,0.051193833618879046,-0.4588
5082,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9982,0.49609835398635194,-0.4588
5083,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0045000000000000005,0.08529386992301752,-0.4588
5084,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.006059252691331515,-0.4588
5085,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1305,0.09870230736311207,-0.4588
5086,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9987999999999999,0.6842797346165499,-0.4588
5087,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1741,0.09268551812753933,-0.4588
5088,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0852,0.16413464575823897,-0.4588
5089,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8741,0.6915903222674098,-0.4588
5090,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.5586,0.08110167775997333,-0.4588
5091,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2916,0.03413516373920853,-0.4588
5092,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0087,0.13691026883500565,-0.4588
5093,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.015,0.0053068757674799225,-0.4588
5094,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0418,0.003922675793972415,-0.4588
5095,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.09609999999999999,0.04546728695079985,-0.4588
5096,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9991,0.4810065904000916,-0.4588
5097,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1341,0.20637366795453352,-0.4588
5098,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1723,0.023249887200171186,-0.4588
5099,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0318,0.019730264590299768,-0.4588
5100,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.997,0.4477711216707695,-0.4588
5101,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,1.0,0.47977886661093944,-0.4588
5102,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.026699999999999998,0.07921900237026078,-0.4588
5103,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.018500000000000003,0.2207608893314619,-0.4588
5104,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1017,0.043385808591404604,-0.4588
5105,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.020499999999999997,0.02723266052905539,-0.4588
5106,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.09570000000000001,0.13829543898178728,-0.4588
5107,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8387,0.6572405632126662,-0.4588
5108,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0371,0.1699236937822818,-0.4588
5109,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9979,0.46246546001931804,-0.4588
5110,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.2234,0.1475959137678796,-0.4588
5111,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0126,0.06364976606346907,-0.4588
5112,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0148,0.3923324108957633,-0.4588
5113,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.5947,0.006906302455178592,-0.4588
5114,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.128,0.023952491112104055,-0.4588
5115,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.4335,0.13146975860372848,-0.4588
5116,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.038,0.1375870739349715,-0.4588
5117,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0004,0.24391450653321892,-0.4588
5118,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9994,0.4086240860465812,-0.4588
5119,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0359,0.12700369356998745,-0.4588
5120,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.8099,0.0011005962087162714,-0.4588
5121,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0016,0.004828417979543847,-0.4588
5122,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0276,0.07734779948226547,-0.4588
5123,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9948,0.41955739108739626,-0.4588
5124,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.17559999999999998,0.003633573720028069,-0.4588
5125,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.8525,0.49570220030763745,-0.4588
5126,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9995999999999999,0.570085243313914,-0.4588
5127,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0189,0.009457784159649336,-0.4588
5128,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.1324,0.14228257219185775,-0.4588
5129,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.161,0.15472600700816017,-0.4588
5130,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.030899999999999997,0.09367339691356884,-0.4588
5131,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0062,0.1564516388554623,-0.4588
5132,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.024700000000000003,0.0034742219822105507,-0.4588
5133,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0764,0.3018234244583965,-0.4588
5134,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.013300000000000001,0.03195676880299864,-0.4588
5135,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0106,0.039157531570875974,-0.4588
5136,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.0002,0.06292799842665633,-0.4588
5137,0,0.0052,95.0,SAIN,VERT,1e-04,0.0,0.048799999999999996,0.09211156832601002,-0.4588
5138,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9974,0.5672470924880779,-0.4588
5139,1,0.9773,5.0,RISQUE_ELEVE,ROUGE,0.9996,1.0,0.9392,0.5052193988036722,-0.4588
